estandar	dialectal	whisper
Antes	Antes	no
no	no	teníaocking
teníamos	teníamos	para
agua	agua	la觉得
en	en	deotedía
casa	casa	y
~,	~,	lanz
y	y	camea
ya	ya	si,
hace	hace	ya
unos	unos	a
cuantos	cuantos	donde
años	años	la
que	que	hay
nos	nos	AIAтора
metieron	metieron	mi
el	el	mamá
agua	agua	deter
en	en	Madrid
casa	casa	de
~.	~.	mi
[HS:E1	[HS:E1	familia,
		Ah			Ah	las
~.	~.	échales
		]			]	Mundas
Sí	Sí	de
~,	~,	la
también	también	Virg
ya	ya	которую
~.	~.	los
[RISA]	[RISA]	más
Hala	Hala	rehonados
~,	~,	los
pues	pues	fondos
ya	ya	concretos,
encontrareis	encontrareis	Amy
por	por	bears,所以呢
áhi	áhi	neej
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
alguien	alguien
que	que
os	os
dé	dé
~…	~…
