estandar	dialectal	whisper
Nada	Nada	Pero
 	 	es
 	 	verdad
 	 	que
 	 	la
 	 	habitana...
 	 	Sí,
 	 	allí
 	 	está...
 	 	No
 	 	se
 	 	ha
 	 	habido
 	 	ni
 	 	idea.
 	 	No
 	 	se
 	 	ha
 	 	habido
 	 	ni
 	 	idea.
 	 	Sí,
 	 	así
 	 	parte
 	 	al
 	 	agua,
 	 	como
 	 	si
 	 	no
 	 	se
 	 	va
 	 	a
 	 	hacer.
 	 	O
 	 	si
 	 	tiene
 	 	su
 	 	hermana.
 	 	El
 	 	agua
 	 	lo
 	 	va
 	 	a
 	 	hacer
 	 	de
 	 	lo
 	 	que
 	 	es
 	 	que
 	 	su
 	 	moleta
 	 	es
 	 	gorrosa
 	 	de
 	 	los
 	 	gobernados.
 	 	Tranquilo.
 	 	Y
 	 	ella
 	 	lleva
 	 	a
 	 	la
 	 	tante,
 	 	ahora
 	 	va
 	 	ahí
 	 	y
 	 	en
 	 	los
 	 	santos.
 	 	Vaya.
 	 	A
 	 	veces
 	 	cuatro...
 	 	En
 	 	como
 	 	da
 	 	el
 	 	agua.
