estandar	dialectal	whisper
En	En	En
burro	burro	un
fui	fui	rufo
muchas	muchas	y
veces	veces	mucha
~.	~.	vez.
Y	Y	Y
salías	salías	saliarda
de	de	aquí
aquí	aquí	con
con	con	estrellas
estrellas	estrellas	y
[Rndo:	[Rndo:	cuando
		y			y	el
cuando	cuando	día
venías	venías	por
por	por	la
la	la	tarde
tarde	tarde	os
oscurecido	oscurecío	creí.
~.	~.	Comprada
		]			]	y
Entre	Entre	no,
comprabas	comprabas	te
y	y	siva
no	no	de
~,	~,	rato.
te	te	Salquita
se	se	nada.
iba	iba	Y
el	el	que
rato	rato	hay
~.	~.	que
[HS:E2	[HS:E2	caía
		O			O	largo.
sea	sea	Caía
que	que	largo
tardaban	tardaban	paíles,
un	un	un
día	día	burro
~.	~.	de
		]			]	caía
Y	Y	largo.
que	que	Pero
~,	~,	te
y	y	oce
que	que	esto
caía	caía	es
largo	largo	burro.
~,	~,	Y
caía	caía	a
largo	largo	llegar
pa	pa	una
ir	ir	carga
en	en	de
burro	burro	carmon,
~,	~,	si
caía	caía	hacía
largo	largo	la
~.	~.	gente,
Pero	Pero	hacía
entonces	entonces	la
todos	tos	roder.
en	en	Con
burro	burro	el
~.	~.	burrito,
Y	Y	la
al	al	pegaba
llevar	llevar	3
una	una	años
carga	carga	y
de	de	el
carbón	carbón	día
se	se	de
hacía	hacía	hoy
la	la	la
gente	gente	hacía
a	a	la
Ciudá_Rodrigo	Ciudá_Rodrigo	roder.
con	con	Hay
el	el	un
burrito	burrito	lóquor
~,	~,	de
cargaban	cargaban	roder.
tres	tres	Para
sacos	sacos	que
y	y	br
a	a	singular
llevarlos	llevalos	unagate,
a	a	y
Ciudá_Rodrigo	Ciudá_Rodrigo	madalン
~,	~,	Paste
a	a	aspire
lo	lo	a
mejor	mejor	alepunkto,
por	por	vena
dos	dos	y
reales	reales	no
~.	~.	se
Y	Y	staring
a	a	por
ver	ver	Miller.
qué	qué	Ahora
hacías	hacías	vayas
 	 	amigos
 	 	a
 	 	encontrar
 	 	un
 	 	borde
 	 	sin
 	 	chilling.
 	 	Y
 	 	suatuación
 	 	accordiva,
 	 	esto
 	 	está
 	 	muy
 	 	libre.
