estandar	dialectal	whisper
cogemos	cogemos	cogemos,
~,	~,	a
a	a	raticho
ratitos	ratitos	la
la	la	va
vamos	vamos	a
llevando	llevando	muy
~,	~,	llevando
y	y	y
cuando	cuando	cuando
venimos	venimos	venimos
ahí	ahí	ahí,
~,	~,	la
la	la	va
vuelven	vuelven	a
a	a	volver
coger	coger	a
las	las	coger
mayordomas	mayordomas	las
pa	pa	mayas
entrarla	entrarla	el
en	en	centro
la	la	íbah,
iglesia	iglesia	el
 	 	balongen
 	 	ha��rado,
 	 	pero
 	 	yo
 	 	sé
 	 	que
 	 	yostars
 	 	tuve
 	 	un
 	 	maquita,
 	 	y
 	 	yo
 	 	illegally
 	 	tengo
 	 	otro
 	 	rapido,
 	 	dziade
 	 	perdido
