estandar	dialectal	whisper
Que	Que	sin
todavía	todavía	cubierto,
en	en	que
esos	esos	todavía
sitios	sitios	en
en	en	esos
La_Palma	La_Palma	síslios
y	y	la
eso	eso	palma
yo	yo	y
lo	lo	esto
he	he	y
visto	visto	que
por	por	lo
la	la	habí
tele	tele	esto
~.	~.	con
Cómo	Cómo	la
comen	comen	tele
el	el	como
gofio	gofio	comen
todavía	todavía	el
así	así	gofio
en	en	todavía
~…	~…	así
~|	~|	he
hecho	hecho	yo
puños	puños	puño
y	y	y
~…	~…	le
le	le	ponía
ponen	ponen	tal
hasta	hasta	mendele
almendras	almendras	con
~.	~.	el
[V-Sml]	[V-Sml]	gofio
[HS:I2	[HS:I2	y
		Aceite			Aceite	eso
y	y	pero
azúcar	azúcar	que
~,	~,	mismo
le	le	ya
ponen	ponen	el
~.	~.	gofio
		]			]	se
[HS:E1	[HS:E1	ha
		[Asent]			[Asent]	perdido
~.	~.	más
		]			]	que
Pero	Pero
aquí	aquí
mismo	mismo
ya	ya
~,	~,
el	el
gofio	gofio
se	se
ha	ha
perdido	perdido
más	más
que	que
antes	antes
~.	~.
