estandar	dialectal	whisper
[RISAS]	[RISAS]	Para
Pos	Pos	el
a	a	mejor,
lo	lo	por
mejor	mejor	ejemplo,
~,	~,	ya
por	por	hacía
ejemplo	ejemplo	con
~,	~,	la
te	te	llave
hacías	hacías	de
con	con	los
las	las	nubidos,
llaves	llaves	la
de	de	quitaba,
los	los	le
novios	novios	echaba
~,	~,	salen
se	se	la
las	las	cama
quitabas	quitabas	o
~,	~,	le
le	le	ponía
echabas	echabas	un
~…	~…	plato
sal	sal	de
en	en	agua
la	la	lleno
cama	cama	y
~,	~,	el
o	o	plato
le	le	de
ponías	ponías	agua
un	un	en
plato	plato	la
de	de	cama
agua	agua	con
lleno	lleno	su
~,	~,	cama
llenos	llenos	hecha
platos	platos	y
de	de	el
agua	agua	día
en	en	de
la	la	cortarse
cama	cama	el
~,	~,	poque.
con	con	Al
su	su	quitar
cama	cama	las
hecha	hecha	abanas
y	y	pues
al	al	le
ir	ir	estigué
a	a	al
acostarse	acostarse	agua.
pues	pues	Tak!
~…	~…	tak!
al	al
quitar	quitar
las	las
sábanas	sábanas
pos	pos
se	se
vertía	vertía
el	el
agua	agua
~,	~,
tenían	tenían
que	que
dormir	dormir
en	en
el	el
suelo	suelo
~,	~,
o	o
poner	poner
otra	otra
cosa	cosa
~.	~.
