estandar	dialectal	whisper
Entonces	Entonces	Entonces,
ustedes	ustedes	¿ustedes
lo	lo	lo
que	que	que
hacen	hacen	hacen
es	es	es
montar	montar	montar
jardines	jardines	jardines
a	a	pero
~…	~…	ya
[HS:I1	[HS:I1	no
		Sí			Sí	ocultiva
~.	~.	las
		]			]	plantas,
Pero	Pero	ya
ya	ya	las
no	no	compran
cultivan	cultivan	que
las	las	hacían
plantas	plantas	no
~,	~,	para
ya	ya	hacerasında
las	las	hacer
~,	~,
las	las
[HS:I1	[HS:I1
		S-			S-
~,	~,
s-	s-
		]			]
compran	compran
a	a
~,	~,
a	a
un	un
vivero	vivero
y	y
se	se
las	las
instalan	instalan
~…	~…
[HS:I1	[HS:I1
		Sí			Sí
~,	~,
sí	sí
~,	~,
sí	sí
~.	~.
		]			]
