estandar	dialectal	whisper
Según	Según	Según
iba	iba	iba
~…	~…	surgiendo
surgiendo	surgiendo	el
el	el	acto,
acto	acto	iba
~,	~,	a
pues	pues	apropiar
iban	iban	el
~,	~,	cántico.
apropiao	apropiao	Es
~,	~,	una
el	el	pena
cántico	cántico	que
~.	~.	no
~¡~	~¡~	nos
Es	Es	acrolo.
una	una	Tenemos
pena	pena	tanto
que	que
no	no
nos	nos
acordemos	acordemos
~!	~!
Pero	Pero
hija	hija
~,	~,
[HS:E1	[HS:E1
		Cuéntenos			Cuéntenos
cómo	cómo
se	se
hacía	hacía
		]			]
tenem-	tenem-
~,	~,
tenemos	tenemos
tantos	tantos
años	años
ya	ya
~.	~.
