estandar	dialectal	whisper
trabajaba	trabajaba	Se
mucho	mucho	trabajaba
~,	~,	mucho,
¿~	¿~	¿eh?
eh	eh	Estas
~?	~?	comunidades
Estas	Estas	de
comodidades	comodidades	meterlo
de	de	ahí
meterlo	meterlo	al
ahí	ahí	alalador,
~,	~,	que
a	a	lo
la	la	está
lavadora	lavadora	perdiendo
y	y	prácticamente
que	que	antes
lo	lo	no
[HS:E1	[HS:E1	tenía
		[A-Inn]			[A-Inn]	tu
		]			]
sacas	sacas
ya	ya
~…	~…
prácticamente	prácticamente
~…	~…
[HS:E2	[HS:E2
		Es			Es
que	que
~…	~…
		]			]
[HS:E1	[HS:E1
		¿~			¿~
Antes	Antes
no	no
tenían	tenían
lejía	lejía
~?	~?
		]			]
a	a
punto	punto
de	de
plancha	plancha
~.	~.
