estandar	dialectal	whisper
Sí	Sí	si
que	que	que
tiene	tiene	tienen
man-	man-	la
~,	~,	manteca,
en	en	está
la	la	todo
manteca	manteca	a
~.	~.	un
[HS:I1	[HS:I1	vero,
		[A-Inn]			[A-Inn]	dancerlo
~.	~.	a
		]			]	las
Está	Está	pizcadas,
todo	todo	y
~,	~,	luego
un	un	la
velo	velo	manteca
~,	~,	se
[HS:I1	[HS:I1
		[A-Inn]			[A-Inn]
~.	~.
		]			]
un	un
velo	velo
~,	~,
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
y	y
luego	luego
la	la
manteca	manteca
se	se
deshace	deshace
~…	~…
[HS:I1	[HS:I1
		[A-Inn]			[A-Inn]
~.	~.
		]			]
