estandar	dialectal	whisper
Entonces	Entonces	Entonces,
no	no	no,
~,	~,	entonces,
entonces	entonces	eran
ya	ya	todos
[OTRAS-EM]	[OTRAS-EM]	los
habían	habían	mismos
~,	~,	edificios
eran	eran	fabricados,
dos	dos	una
~,	~,	aquí
una	una	y
todo	todo	la
igual	igual	traña.
el	el	El
mismo	mismo	patio,
edificio	edificio	siquiera
~,	~,	todos
fabrica	fabrica	juntos,
una	una	pero
aquí	aquí	acá
y	y	de
la	la	una
otra	otra	ybala
allá	allá	a
y	y	su
el	el	escuela.
patio	patio	La
sí	sí	náñeda
que	que	de
era	era	los
todo	todo	seus
juntos	juntos	colegios
~,	~,	y
pero	pero	los
a	a	niños
cada	cada	de
uno	uno	los
iba	iba	otros.
a	a	Sí.
su	su	Sí,
~,	~,	sí,
a	a
su	su
escuela	escuela
~,	~,
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
¿~	¿~
comprende	comprende
~?	~?
~,	~,
las	las
niñas	niñas
a	a
la	la
~,	~,
a	a
la	la
~,	~,
las	las
niñas	niñas
[L-Otra:	[L-Otra:
		al			al
seu	seu
		]			]
colegio	colegio
y	y
los	los
niños	niños
al	al
otro	otro
~,	~,
sí	sí
~,	~,
[HS:E2	[HS:E2
		[Asent]			[Asent]
~.	~.
		]			]
sí	sí
~,	~,
sí	sí
~,	~,
sí	sí
~.	~.
