estandar	dialectal	whisper
Sí	Sí	Sí,
~,	~,	eso
bueno	bueno	ya
~,	~,	era
eso	eso	más
ya	ya	atraslógo.
e-	e-	Y
~,	~,	yo
era	era	le
más	más	he
~,	~,	partido
más	más	el
~,	~,	cero,
más	más	todo
~,	~,	lo
más	más	que
~,	~,	era
más	más	desde
[HS:E	[HS:E	la
		Más			Más	barbilla
adelante	adelante	atrás
~.	~.	al
		]			]	culo.
[A-PIn:	[A-PIn:	Y
		atrás			atrás	había
luego	luego	que
		]			]	el
y	y	culo
entonces	entonces	hacerle
pues	pues	un
y-	y-	mujer
~,	~,	o
yo	yo	todo
le	le	el
partía	partía	culo,
el	el	pues
cerdo	cerdo	me
tod-	tod-	te
~,	~,	cele
todo	todo	a
lo	lo	las
que	que	tripas
hay	hay	para
desde	desde	luego
la	la	corralir,
barbilla	barbilla	con
atrás	atrás	una
~,	~,	soga,
al	al	una
culo	culo
~,	~,
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
y	y
había	había
que	que
~…	~…
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
el	el
culo	culo
hacerle	hacerle
un	un
agujero	gujero
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
y	y
to	to
~,	~,
to'l	to'l
culo	culo
pues	pues
metersele	metersele
a	a
las	las
tripas	tripas
~,	~,
[HS:E	[HS:E
		[Asent]			[Asent]
~.	~.
		]			]
para	para
la	la
~|	~|
para	para
luego	luego
col-	col-
~,	~,
colgarle	colgale
~,	~,
con	con
una	una
soga	soga
~,	~,
una	una
cue-	cue-
~…	~…
