estandar	dialectal	whisper
había	había	abacas
vacas	vacas	para
para	para	trabajar
trabajar	trabajar	en
el	el	el
terreno	terreno	terreno,
~.	~.	a
Ahora	Ahora	la
~,	~,	sabía
las	las	del
había	había	Eche,
de	de	como
leche	leche	ahora
~,	~,	las
como	como	verán
ahora	ahora	en
las	las	la
verán	verán	tele
en	en	que
la	la	se
tele	tele	llegó,
~,	~,	y
que	que	la
es	es	sabía
igual	igual	de
~,	~,	trabajo,
y	y	que
las	las	entonces
había	había	trabajaba
de	de	mucho
~…	~…	con
trabajo	trabajo
~,	~,
que	que
entonces	entonces
se	se
trabajaban	trabajaban
mucho	mucho
con	con
vacas	vacas
~.	~.
