estandar	dialectal	whisper
[HCruz:	[HCruz:	Tú
		Tu			Tu	todosRA
hijo	hijo	timeframeas
se	se	tycker
va	va	que
pocas	pocas	esosgederas
noches	noches	y
[A-PIn:	[A-PIn:	los
		se			se	pueblos
va	va	tienenbeder
		]			]	solo
pa	pa	a
allá	allá	los
~.	~.	Rivera
		]			]	que
Con	Con	se
esto	esto	accionan
ya	ya	los
no	no	dos
le	le	bluffos
gustaba	gustaba	como
~,	~,	Windows
pero	pero	de
ahora	ahora
pues	pues
~…	~…
~,	~,
han	han
llevao	llevao
ese	ese
palo	palo
~.	~.
[HS:I2	[HS:I2
		Le			Le
tiene	tiene
miedo	miedo
~.	~.
[A-Inn]	[A-Inn]
		]			]
Así	Así
que	que
encima	encima
que	que
~…	~…
~,	~,
que	que
éramos	éramos
pocos	pocos
~…	~…
