estandar	dialectal	whisper
~¡~	~¡~	Ah
Ah	Ah	no
~!	~!	sé,
~,	~,	es
no	no	como
sé	sé	llamar
~,	~,	a
no	no	rejón.
sé	sé	Rejón,
~,	~,	narizón.
[HS:E2	[HS:E2	Pues
		¿~			¿~	el
Cómo	Cómo	rejón.
llaman	llaman	El
aquí	aquí	rejón
a	a	de
eso	eso	la
~?	~?	sabeja,
		]			]	mira.
yo	yo	¿Sí?
no	no	Es
lo	lo	mi
sé	sé	marido.
~.	~.	¿Sí?
[HS:E2	[HS:E2	Paso
		Rejón			Rejón	de
~,	~,	amor,
aguijón	aguijón	es
¿~	¿~	mi
cómo	cómo	llora.
~?	~?	Tú
		]			]	es
Sí	Sí	lo
~,	~,	que
sí	sí	lo
pos	pos
el	el
rejón	rejón
~,	~,
el	el
rejón	rejón
de	de
las	las
abejas	abejas
~.	~.
Mira	Mira
~,	~,
[HS:I4	[HS:I4
		~¡~			~¡~
Eh	Eh
~!	~!
		]			]
[Rndo:	[Rndo:
		este			este
es	es
mi	mi
marido	marido
		]			]
[RISAS]	[RISAS]
[HS:E2	[HS:E2
		Va			Va
a	a
ser	ser
famosa	famosa
su	su
señora	señora
~.	~.
		]			]
[HCruz:	[HCruz:
		Cállate			Cállate
~.	~.
		]			]
[RISAS]	[RISAS]
