estandar	dialectal	whisper
Para-	Para-	Para
~,	~,	los
ay	ay	pascos,
dos	dos	la
pascuas	pascuas	granada
~,	~,	y
la	la	la
Granada	Granada	primera
y	y	pasco
la	la	que
~,	~,	viene,
bueno	bueno	pues
~…	~…	aquella
~,	~,	pasco
la	la	se
Primera_Pascua	Primera_Pascua	hacía
que	que	baile
~…	~…	tarde
viene	viene	y
~,	~,	noche.
pues	pues	Y
aquella	aquella	ahora
pascua	pascua	nos
se	se	irá
hacía	hacía	a
baile	baile	tener
tarde	tarde	y
y	y	para
noche	noche	la
~…	~…	fiesta
Y	Y	mayor
ahora	ahora	casi.
~,	~,	Pero
no	no	para
sé	sé	la
hace	hace	Navidad
ni	ni	baile
~,	~,	tarde
ni	ni	y
para	para	noche,
la	la	la
fiesta	fiesta	fiesta
mayor	mayor	mayor
casi	casi	de
~…	~…	aquí
[HS:E1	[HS:E1	de
		[Asent]			[Asent]	Limpierno
~.	~.	es
		]			]	San
Pero	Pero	Sebastián,
para	para	el
Navidad	Navidad	20
~,	~,	de
baile	baile
tarde	tarde
y	y
noche	noche
~,	~,
para	para
la	la
fiesta	fiesta
mayor	mayor
de	de
aquí	aquí
del	del
invierno	invierno
es	es
San_Sebastián	San_Sebastián
~,	~,
el	el
veinte	veinte
de	de
enero	enero
~.	~.
