estandar	dialectal	whisper
Y	Y	y
~…	~…	ya
ya	ya	les
les	les	digo
digo	digo	las
a	a	madres,
las	las	que
madres	madres	no
~:	~:	toque
«~	«~	nada,
Que	Que	eh.
no	no	Chiquito,
toque	toque	chiquito,
nada	nada	como
~,	~,	si
¿~	¿~	le
eh	eh	dían.
~?	~?	Pero
~»	~»	en
~,	~,	todo
chiquito	chiquito	ese
~,	~,	a
chiquito	chiquito	ti
como	como	es
si	si	una
dirías	dirías	cosa...
~,	~,	¿Y
pero	pero	qué
entonces	entonces	le
hacías	hacías	di?
una	una	Había
cosa	cosa	respeto,
~,	~,	ahora
había	había	nada.
respeto	respeto	Hoy
~…	~…	te
Ahora	Ahora	le
nada	nada	digo,
~,	~,	¿y
hoy	hoy	que
~,	~,	está
hoy	hoy	haciendo?
te	te	Me
dicen	dicen	cajo
~:	~:	en
«~	«~	baí,
Oye	Oye	¿cómo
~,	~,	que
chaval	chaval	quieres?
~,	~,	Y
mira	mira	en
qué	qué	pie,
estás	estás	te
diciendo	diciendo	tiene
~»	~»	una
~,	~,	piera.
me	me	Hoy
cago	cago	no
en	en	hay
~,	~,	un
va	va	clasión.
y	y	Oins,
cómo	cómo	fue
~,	~,	el
qué	qué	cuarto.
quieres	quieres	Sabemos
~,	~,
igual	igual
te	te
~,	~,
empieza	empieza
~,	~,
te	te
tira	tira
una	una
piedra	piedra
~.	~.
Hoy	Hoy
no	no
hay	hay
educación	educación
~.	~.
