estandar	dialectal	whisper
Generalmente	Generalmente	generalmente
la	la	la
mujer	mujer	mujer,
~.	~.	la
La	La	mujer
mujer	mujer	se
se	se	quedaba
quedaba	quedaba	en
en	en	casa
casa	casa	preparando
~…	~…	el
preparando	preparando	amor
el	el	a
almuerzo	almuerzo	éngela,
~…	~…	esils
Que	Que	dejando
ya	ya	de
tengo	tengo	yield,
ochenta	ochenta	filsos
y	y	55
tantos	tantos	futuros,
años	años	nada
~,	~,	diferente,as
¿~	¿~	Evet,
sabes	sabes	está
~?	~?	su
~,	~,	asymmancial
y	y	liát
algunas	algunas
veces	veces
~…	~…
