estandar	dialectal	whisper
Sí	Sí	Sí,
~,	~,	sí,
sí	sí	cuando
~,	~,	aclaró,
anda	anda	a
~,	~,	ver
claro	claro	si
~,	~,	esto
no	no	comen
ves	ves	aquí
que	que	todos
tocaban	tocaban	los
aquí	aquí	domingos
todos	todos	en
los	los	la
domingos	domingos	plaza.
~,	~,	Y
en	en	cuando
la	la	una
plaza	plaza	boda
~,	~,	así
[HS:E1	[HS:E1	por
		~¡~			~¡~	lo
Ah	Ah	salizaban
~!	~!	y
		]			]	van.
y	y	Y
cuando	cuando	acompañaban
una	una	a
boda	boda	la
así	así	música
~,	~,	de
pues	pues	la
les	les	boda
avisaban	avisaban	y
~,	~,	luego
y	y	hasta
iban	iban	el
~.	~.	paralzárito
Y	Y
acompañaban	acompañaban
a	a
la	la
música	música
a	a
la	la
boda	boda
~,	~,
y	y
luego	luego
~,	~,
hasta	hasta
para	para
alzar	alzar
y	y
todo	todo
tocaban	tocaban
~.	~.
