estandar	dialectal	whisper
~¡~	~¡~	un
No	No	refresco
~!	~!	de
Un	Un	limonada
refresco	refresco	y
de	de	bolos,
limonada	limonada	margaritas
[HS:E1	[HS:E1	o
		Ah			Ah	malalenas,
~.	~.	con
		]			]	las
y	y	esas
bollos	bollos	hipactas.
~,	~,	Entonces,
margaritas	margaritas	y
o	o	entonces,
como	como	de
~…	~…	día
~,	~,	se
o	o	hacía,
[R-Inf]	[R-Inf]	se
madalenas	madalenas	compraba
~…	~…	al
~,	~,	ventras,
cosas	cosas	unos
de	de	amigas
esas	esas	que
y	y	eran
pastas	pastas	muy
~,	~,	bolas,
entonces	entonces	se
~.	~.	ha
Y	Y	mando
entonces	entonces	barrabuelo,
había	había	que
~|	~|	era
se	se	la
hacía	hacía	rechora
~|	~|	de
se	se	campos,
compraba	compraba	¿no
almendras	almendras	se
~,	~,	llama?
unas	unas	El
almendras	almendras	abro.
que	que	Y
eran	eran	se
muy	muy	compraba
buenas	buenas	en
se	se	los
llamaban	llamaban	amentros.
de	de	Y
barrabuelo	barrabuelo	esa
~,	~,	es
que	que	la
era	era	malería
de	de	de
Villamayor	Villamayor	la
de	de	moda,
~,	~,	por
de	de	la
~,	~,	mañana,
de	de	un
Villamayor_de_Campos	Villamayor_de_Campos	refresco
creo	creo	y
que	que	vas
se	se	allí.
llama	llama	No
[HS:E1	[HS:E1	se
		De			De	la
ahí	ahí	limonada
al	al	del
lao	lao	rico,
~.	~.	una
		]			]	bota
[HS:I2	[HS:I2	de
		Es			Es	vino,
lo	lo	la
mismo	mismo	llena
~.	~.	más,
		]			]	venga
Y	Y	al
ahí	ahí	baile
se	se	y
compraban	compraban	todo
de	de	la
los	los	baile.
almendros	almendros	Cuando
~.	~.	venga
Y	Y	por
esas	esas	otro
daban	daban	lado
el	el	la
día	día	limonada,
de	de	ahora
la	la	es
boda	boda	que
por	por	es
la	la	el
mañana	mañana	padrino,
un	un	después
refresco	refresco	de
ibas	ibas	que
allí	allí	la
~.	~.	vez,
«~	«~	venga,
[OTRAS-EM]	[OTRAS-EM]	vamos
Una	Una	a
limonada	limonada	armencar
de	de	el
eso	eso	padrino.
~»	~»	Y,
~.	~.	a
Y	Y	lo
con	con	mejor,
una	una	si
bota	bota	estamos
de	de	en
vino	vino	670,
~,	~,	pues
la	la	viva
llenabas	llenabas	en
~…	~…	el
«~	«~	40
~¡~	~¡~	o
Venga	Venga	50.
~,	~,	Y
al	al	venga,
baile	baile	te
~!	~!	va
~»	~»	a
~.	~.	caer,
Y	Y	venga,
todos	todos	soplema,
al	al	venga,
baile	baile	pa'
con	con	caer
la	la	y
~|	~|	ya
«~	«~	se
Anda	Anda	dice
~,	~,	que
venga	venga	está
a	a	mal
por	por	rápido.
otro	otro	Y
vaso	vaso	por
de	de	la
limonada	limonada	noche,
~.	~.	por
Ahora	Ahora	si
a	a	se
casa	casa	hace
del	del	nada,
padrino	padrino	otra
~»	~»	vez,
~.	~.	veía
Después	Después	antes
otra	otra	el
vez	vez	baile.
~:	~:	Por
«~	«~	la
~¡~	~¡~	tarde,
Venga	Venga	preparaba
vamos	vamos	la
a	a	baile,
[A-Inn]	[A-Inn]	hasta
en	en	la
casa	casa	hora
del	del	escenaria,
padrino	padrino	hasta
~!	~!	las
~»	~»	10
~.	~.	o
Y	Y	las
a	a	noticias
lo	lo	de
mejor	mejor	la
pues	pues	de
~,	~,	Ná,
¿~	¿~	por
sabes	sabes	si
~?	~?	se
~,	~,	le
si	si	dara
estábamos	estábamos	otra
sesenta	sesenta	vez
o	o	a
setenta	setenta	la
pues	pues
iban	iban
cuarenta	cuarenta
o	o
cincuenta	cincuenta
y	y
«~	«~
venga	venga
trae	trae
pa	pa
acá	acá
~»	~»
~,	~,
y	y
«~	«~
venga	venga
sople	sople
más	más
y	y
venga	venga
pa	pa
acá	acá
~»	~»
~.	~.
Y	Y
así	así
se	se
pasaba	pasaba
el	el
rato	rato
~.	~.
Y	Y
por	por
la	la
noche	noche
pues	pues
eso	eso
a	a
cenar	cenar
~…	~…
otra	otra
vez	vez
[A-PIn:	[A-PIn:
		y			y
hay	hay
		]			]
antes	antes
el	el
baile	baile
~.	~.
Por	Por
la	la
tarde	tarde
se	se
preparaba	preparaba
el	el
baile	baile
hasta	hasta
la	la
hora	hora
de	de
cenar	cenar
y	y
hasta	hasta
las	las
diez	diez
o	o
las	las
once	once
que	que
ibas	ibas
a	a
cenar	cenar
de-	de-
después	después
de	de
cenar	cenar
otra	otra
vez	vez
al	al
baile	baile
~.	~.
