estandar	dialectal	whisper
ha-	ha-	Me
~,	~,	había,
[OTRAS-EM]	[OTRAS-EM]	no
habían	habían	es
~…	~…	los
No	No	años
~,	~,	que
en	en	yo
los	los	había,
años	años	porque
que	que	todo
~,	~,	mundo
que	que	muy
había	había	bien,
~…	~…	de
que	que	los
llovía	llovía	años
~.	~.	de
[HS:E1	[HS:E1	la
		[Asent]			[Asent]	lluvia.
~.	~.	Y
		]			]	sí,
Porque	Porque	pero
to'l	to'l	para
mundo	mundo	las
vivía	vivía	tierras
~,	~,	y
de	de	para
~,	~,	sacar
de	de	algún
los	los	piquito
a-	a-	de
~,	~,	aquí
de	de	y
las	las	ventaja
lluvias	lluvias	después
y	y	más
tal	tal	los
~,	~,	marchantes
[HS:E1	[HS:E1	ganantes,
		Ya			Ya
~,	~,
claro	claro
~.	~.
		]			]
y	y
~…	~…
sí	sí
~,	~,
pero	pero
~…	~…
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
pa	pa
arar	ará
las	las
tierras	tierras
y	y
pa	pa
~…	~…
pa	pa
sacar	sacar
algún	algún
pizquito	pizquito
leche	leche
y	y
~,	~,
y	y
~…	~…
y	y
venderla	vendela
después	después
a	a
los	los
marchantes	marchantes
y	y
ganar	ganar
algún	algún
dinero	dinero
~.	~.
