estandar	dialectal	whisper
|T9|	|T9|	Y
Y	Y	entonces
entonces	entonces	cuéntanos
cuéntenos	cuéntenos	como
cómo	cómo	era
~,	~,	usted
cómo	cómo	y
era	era	estuvo
~|	~|	un
usted	usted	viviendo
~,	~,	en
y	y	la
~…	~…	fazilla
estuvo	estuvo	de
viviendo	viviendo	Coria
en	en	y
Calzadilla_de_Coria	Calzadilla_de_Coria	venía
y	y	aquí
venía	venía	con
aquí	aquí	el
con	con	ganado.
el	el
ganao	ganao
~…	~…
[HS:I1	[HS:I1
		Sí			Sí
~,	~,
veníamos	veníamos
~…	~…
		]			]
¿~	¿~
Y	Y
~,	~,
y	y
siguió	siguió
yendo	yendo
y	y
volviendo	volviendo
a	a
[HS:I1	[HS:I1
		Yendo			Yendo
y	y
volviendo	volviendo
		]			]
Coria	Coria
~?	~?
