estandar	dialectal	whisper
Lo	Lo	Lo
guarda	guarda	guardan,
[A-Inn]	[A-Inn]	me
las	las	ven
hojicas	hojicas	con
~.	~.	la
[HS:E2	[HS:E2	sujeza
		¿~			¿~	que
La	La	veía.
[L-Otra:	[L-Otra:	¿Qué
		pebrella			pebrella	es
		]			]	la
~?	~?	sujeza?
		]			]	¿La
La	La
[L-Otra:	[L-Otra:
		pebrella			pebrella
		]			]
~.	~.
[HS:E4	[HS:E4
		¿~			¿~
Qué	Qué
es	es
la	la
[L-Otra:	[L-Otra:
		pebrella			pebrella
		]			]
~?	~?
		]			]
El	El
picante	picante
~,	~,
la	la
[A-PIn:	[A-PIn:
		cereza			cereza
		]			]
[HS:I1	[HS:I1
		~¡~			~¡~
No	No
~…	~…
~!	~!
		]			]
picante	picante
esa	esa
~…	~…
