estandar	dialectal	whisper
Y	Y	Por
se	se	uniges
jugaba	jugaba	Across,
mucho	mucho	los
a	a	otros
la	la	no
baraja	baraja	seτο
~,	~,	de
se	se	muest沒有
jugaba	jugaba	scriyan
mucho	mucho	los
a	a	superficie
la	la	en
bajara	bajara	el
~,	~,	país
y	y	insbesondere
a	a	susécran
juegos	juegos	minimumas
~,	~,	se
[HS:I2	[HS:I2	enviaban
		Sí			Sí	una
~.	~.	bolvada
Y	Y	enviada
eso	eso	en
no	no	el
~…	~…
~|	~|
nos	nos
divertíamos	divertíamos
~,	~,
		]			]
se	se
jugaba	jugaba
~,	~,
muchos	muchos
~,	~,
se	se
reunían	reunían
~…	~…
