estandar	dialectal	whisper
Van	Van	Ayer
~,	~,	se
van	van	lejan,
y	y	aquí
vuelven	vuelven	más
~.	~.	aquí,
¿~	¿~	¿donde?
Hasta	Hasta	Pero
~,	~,	ahora
hasta	hasta	los
dónde	dónde	niños
estudian	estudian	van
~?	~?	a
Van	Van	igual
y	y	ver,
vuelven	vuelven	¿no?
~.	~.	Si
Los	Los	van
hijos	hijos	a
[A-Inn]	[A-Inn]	igual
~.	~.	ver,
[HS:E1	[HS:E1	¿no?
		¿~			¿~	Estaban
Y	Y	destruyendo,
qué	qué	¿no?
hizo	hizo	Nos
entonces	entonces	hicieron
~?	~?	este
		]			]	ronón,
Pues	Pues	¿no?
llevarles	llevarles	Nos
a	a	hicieron
[A-Inn]	[A-Inn]	los
~.	~.	pequeños,
[HS:E1	[HS:E1	¿no?
		[Asent]			[Asent]	¿Qué
~.	~.	hay
		]			]	que
Los	Los	hacer?
tuve	tuve	¿Por
internos	internos	qué
~,	~,	van
los	los	a
cuatro	cuatro	esa
internos	internos
~.	~.
