estandar	dialectal	whisper
[R-Vhc]	[R-Vhc]	Creo
A	A	que
mí	mí	incluso
me	me	esta
parece	parece	Значитa
que	que	del
~…	~…	cu
está	tá	того.
mejor	mejor	No
el	el	me
cerdo	cerdo	ha
que	que	entendido
el	el	nada.
jabalí	jabalí	Me
 	 	acuerdo,
 	 	y
 	 	después,
 	 	los
 	 	veamos
 	 	condenos
 	 	andando
 	 	congel
 	 	weak.
 	 	De
 	 	tuerte,
 	 	y
 	 	Olga.
 	 	Me
 	 	pile
 	 	el
 	 	impart
 	 	Xueeikísima
 	 	y
 	 	weyezendo
 	 	carios.
 	 	Demos
 	 	que
 	 	estáis
 	 	más
 	 	respondiendo
 	 	muy
 	 	bien
 	 	ag
 	 	puras.
 	 	Ellos
 	 	firmaron
 	 	balas
 	 	y
 	 	que
 	 	sucedineseical.
 	 	Que
 	 	nunca
 	 	pensların
 	 	por
 	 	tus
 	 	caras.
 	 	No
 	 	cracks
 	 	en
 	 	la
 	 	Democrats.
 	 	Y
 	 	yo
 	 	jakas
 	 	equipes
 	 	la
 	 	preciselya
 	 	que
 	 	ocurró
 	 	con
 	 	todos
 	 	los
 	 	pendientes.
