estandar	dialectal	whisper
Solo	Solo	la
al	al	veterinario
veterinario	veterinario	para
pa	pa	reconocer,
reconocer	reconocer	se
~.	~.	le
Se	Se	llevaba
llevaba	llevaba	un
un	un	cachito
cachito	cachito	de
~…	~…	magro
bueno	bueno	para
~,	~,	que
venían	venían	lo
~.	~.	viera,
Se	Se	se
le	le	lo
quitaba	quitaba	llevaba
un	un	y
cachito	cachito	lo
de	de	vacía
magro	magro	y
para	para	lo
que	que	veía
~…	~…	si
lo	lo	estaba
~…	~…	bien
viera	viera	o
~.	~.
Él	Él
venía	venía
y	y
se	se
lo	lo
llevaba	llevaba
y	y
lo	lo
hacía	hacía
~,	~,
y	y
lo	lo
~|	~|
ahí	ahí
lo	lo
veía	veía
si	si
estaba	estaba
bien	bien
o	o
mal	mal
~,	~,
[HS:E	[HS:E
		Y			Y
eso	eso
		]			]
o	o
cómo	cómo
~.	~.
