estandar	dialectal	whisper
Sí	Sí	Sí,
~.	~.	yo
Yo	Yo	les
lo	lo	digo,
he	he	pero
hecho	hecho	es
pero	pero	algo
era	era	cuando
cuando	cuando	yo
yo	yo	levanto,
se	se	andando
lo	lo	yo
~|	~|	lo
yo	yo	hago
andando	andando	lo
~,	~,	que
andando	andando	yo
yo	yo	quiero.
le	le	Yo
hago	hago	le
lo	lo	pongo
que	que	el
yo	yo	bocao,
quiero	quiero	me
yo	yo	pongo
le	le	el
pongo	pongo	para
el	el	detrás
bocado	bocao	que
y	y	la
me	me	vienda
pongo	pongo	al
por	por	larguer,
detrás	detrás	que
con	con	me
las	las	llaman
rie-	rie-	a
~,	~,	la
dos	dos	vienda
riendas	riendas	al
largas	largas	larguer.
que	que	Y
me	me	aquí
llaman	llaman	en
las	las	la
riendas	riendas	mitad
largas	largas	de
y	y	la
de	de	plaza
aquí	aquí	estoy
a	a	capaz
la	la	de
~,	~,	ser
a	a	media
~,	~,	o
a	a	del
mitad	mitad	andante.
de	de	Ella
la	la	se
plaza	plaza	le
soy	soy	va
capaz	capaz	más
de	de	acá
echar	echar	y
media	media	levantando
hora	hora	los
andando	andando	humanos
y	y	y
ella	ella	la
sale	sale	patrante.
a	a	Sí,
machacar	machacar	bailando,
y	y	bailando.
levantando	levantando	Sí,
los	los	lo
manos	manos	va
y	y	a
las	las	hacer
patas	patas	pasos
y	y	pañosos.
sí	sí	Pase,
~,	~,	yo
bailando	bailando	mucha
~,	~,	gente
bailando	bailando	no
~.	~.	tengo
Sí	Sí	tiempo
~,	~,	y
y	y	ya
luego	luego	estoy
hace	hace	todo
el	el	lo,�,
paso	paso	como
español	españó	a
el	el
paso	paso
español	españó
lo	lo
hace	hace
~,	~,
lo	lo
hace	hace
todo	todo
~,	~,
sí	sí
~;	~;
lo	lo
que	que
pasa	pasa
es	es
que	que
yo	yo
~,	~,
muchas	muchas
veces	veces
no	no
tengo	tengo
tiempo	tiempo
y	y
~…	~…
~,	~,
y	y
yo	yo
soy	soy
solo	solo
y	y
tengo	tengo
mucho	mucho
~,	~,
llevo	llevo
mucha	mucha
tierra	tierra
~,	~,
mucho	mucho
campo	campo
y	y
~…	~…
