estandar	dialectal	whisper
[V-Sml]	[V-Sml]	Lo
Lo	Lo	conozco
conozco	conozco	y
ese	ese	nosotros
porque	porque	vamos
nosotros	nosotros	muy
vamos	vamos	chantequero.
mucho	mucho	Aquí
a	a	vamos
Antequera	Antequera	a
~.	~.	ver
Aquí	Aquí	con
vas	vas	un
[A-Inn]	[A-Inn]	día.
por	por	O
un	un	sea
día	día	que
~.	~.	conozco
O	O	todo
sea	sea	está...
que	que	Sí,
conozco	conozco	todos
toda	toda	los
esta	esta	años,
~…	~…	vamos.
[HS:E2	[HS:E2	Yo
		Esta			Esta	voy
zona	zona	a
~.	~.	tolo
		]			]	mi
Sí	Sí	día,
~.	~.	a
Todos	Todos	tolo
los	los	a
años	años	tolo
vamos	vamos	a
~…	~…	tolo
~|	~|	a
y	y	tolo.
yo	yo	Y
voy	voy	todos,
a	a	yo
tos	tos	voy
los	los	a
viajes	viajes	4
~.	~.	a
A	A	5
tos	tos	años,
~,	~,	yendo
a	a	a
tos	tos	la
~,	~,	peria
a	a	de...
tos	tos	que
~,	~,	casan
a	a	en
~…	~…	una...
~|	~|	y
y	y	esa
to	to	que
~…	~…	como
~|	~|	su
y	y	del
llevo	llevo
ya	ya
cuatro	cuatro
años	años
~,	~,
cinco	cinco
años	años
yendo	yendo
a	a
~…	~…
~,	~,
a	a
la	la
feria	feria
de	de
~…	~…
~,	~,
de	de
Cáceres	Cáceres
no	no
~,	~,
de	de
~…	~…
esa	esa
que	que
es	es
muy	muy
famosa	famosa
del	del
ganado	ganao
~.	~.
