estandar	dialectal	whisper
cómo	cómo	¿Cómo
ha	ha	cambió?
cambia-	cambia-	Porque
~,	~,	ahora
porque	porque	ha
ahora	ahora	dicho
ha	ha	que
dicho	dicho	era
que	que	mi
eran	eran	jereantes,
diferentes	diferentes	que
~,	~,	no,
que	que	ahora
no	no	como
~,	~,	cambiaron,
que	que	que
ahora	ahora	contraste
[HS:I1	[HS:I1	gewoon
		Sí			Sí
~.	~.
		]			]
como	como
ha	ha
cambiado	cambiado
~…	~…
[HS:I1	[HS:I1
		Sí			Sí
~,	~,
sí	sí
~.	~.
		]			]
¿~	¿~
Qué	Qué
~,	~,
qué	qué
contrastes	contrastes
hay	hay
~?	~?
Cuáles	Cuáles
~…	~…
