estandar	dialectal	whisper
No	No	No,
~,	~,	no,
no	no	esto
~,	~,	no
esto	esto	ha
no	no	vivido
lo	lo	nunca,
había	había	eh.
visto	visto	No
nunca	nunca	ha
~,	~,	vivido
¿~	¿~	nunca.
eh	eh	Pero
~?	~?	no,
No	No	no,
lo	lo	no.
había	había	Esto
visto	visto	no
nunca	nunca	ha
~,	~,	vivido
pero	pero	nunca.
no	no	Pero
~,	~,	para
no	no	coger
~…	~…	lo
~,	~,	que
esto	esto	me
no	no	daquí
lo	lo	yo
había	había	también,
visto	visto	que
nunca	nunca	me
~.	~.	daquí
Pero	Pero	yo
~…	~…	también,
para	para	que
coger	coger	se
la	la	reían
comida	comida	de
~,	~,	esto.
que	que	Entonces,
ellos	ellos	me
también	también	quiero
comían	comían	que
~,	~,	te
ellos	ellos	quedes.
también	también	Y
comían	comían	yo
~,	~,	esto
[R-Inf]	[R-Inf]	no
y	y	ha
se	se	vivido
[A-Inn]	[A-Inn]	nunca.
de	de	No,
esto	esto	no,
~.	~.	no,
[HS:E2	[HS:E2
		Entonces			Entonces
le	le
quit-	quit-
~,	~,
le	le
qui-	qui-
~…	~…
		]			]
Pero	Pero
de	de
maltratar	maltratar
a	a
las	las
mujeres	mujeres
~,	~,
y	y
yo	yo
esto	esto
no	no
lo	lo
había	había
visto	visto
nunca	nunca
~,	~,
¿~	¿~
eh	eh
~?	~?
