estandar	dialectal	whisper
Ahora	Ahora	de
son	son	la
~|	~|	zona,
[RISAS]	[RISAS]	antes
antiguamente	antiguamente	de
había	había	guamante
que	que	había
se	se	que
hacía	hacía	hacer
la	la	la
comunión	comunión	comunión,
~,	~,	se
[A-PIn:	[A-PIn:	casaba,
		se			se	la
casaba	casaba	sea
		]			]	en
~,	~,	la
hacían	hacían	comunión
la	la	y
comunión	comunión	ahora,
~:	~:	hace
«~	«~	la
A	A	comunión,
bueno	bueno	tiene
~,	~,	que
la	la	ir
comunión	comunión	más
~»	~»	y
~,	~,	pico
y	y	para
ahora	ahora	presentarse.
vas	vas	Hoy
a	a	hay
comulgar	comulgar	comuniones,
y	y	aquí
tienes	tienes	ahora
que	que	es
ir	ir	más
un	un	y
mes	mes	ahora
y	y	hay
pico	pico	un
pa	pa	o
presen-	presen-	menos
~,	~,	un
para	para	montón
~,	~,	de
pa	pa	comuniones,
presentarse	presentarse	tiene
~.	~.	que
Hoy	Hoy	ir
hay	hay	más
comuniones	comuniones	y
~,	~,	pico
aquí	aquí	para
ahora	ahora	poner
en	en	la
mayo	mayo	cura
hay	hay	corriente
lo	lo	de
menos	menos	las
un	un	cosas,
montón	montón	vienen
de	de	ahí
comuniones	comuniones	a
y	y	la
tiene	tiene	inglesca,
que	que	si
ir	í	el
un	un	cura
mes	mes	es
y	y	de
pico	pico	hablarle,
pa	pa	tiene
ponerlo	ponelo	que
el	el	estar
cura	cura	con
al	al	una
corriente	corriente	escuela,
de	de	enseña
~,	~,	todo
[A-Inn]	[A-Inn]	lo
vienen	vienen	que
ahí	ahí	hay
a	a	que
la	la	enseñarle,
iglesia	iglesia	antiguamente
~,	~,	no,
¿~	¿~	antiguamente,
no	no	o
~?	~?	había
~,	~,	otras
y	y	clases
el	el	de…
cura	cura	Otra
empieza	empieza	clases
a	a	de…
hablarles	hablarles	No
y	y	es
tienen	tienen	daura,
que	que	no
estar	estar	es
como	como	de
una	una	una
escuela	escuela	clase
~,	~,	que
enseña	enseña	no,
todo	todo
lo	lo
que	que
hay	hay
que	que
enseñarles	enseñales
~.	~.
Antiguamente	Antiguamente
no	no
~,	~,
antiguamente	antiguamente
pues	pues
había	había
otra	otra
clase	clase
de	de
~,	~,
otra	otra
clase	clase
[A-Inn]	[A-Inn]
otra	otra
clase	clase
de	de
~|	~|
que	que
no	no
es	es
d'ahora	d'ahora
~.	~.
Una	Una
clase	clase
que	que
no	no
~…	~…
