estandar	dialectal	whisper
¿~	¿~	Y
Cebada	Cebada	con
~?	~?	gens
O	O	que
sea	sea	unable
que	que	a
 	 	ver
 	 	si
 	 	hay
 	 	que
 	 	ser
 	 	dans
 	 	Darwin
 	 	eso
 	 	para
 	 	figar
 	 	esta
 	 	tierra
 	 	siempre
 	 	quedo
 	 	sociedade
 	 	y
 	 	estem
 	 	haciendo
 	 	reggae,
 	 	mismo
 	 	tenemos
 	 	los
 	 	aeros
 	 	tipo
 	 	de
 	 	doenomi
 	 	porque
 	 	se
 	 	supuestra收
 	 	ставir
 	 	nuestra
 	 	generación
 	 	y
 	 	a
 	 	ver
 	 	si
 	 	es
 	 	responsable
 	 	y
 	 	al
 	 	steamed
 	 	jaguento
