estandar	dialectal	whisper
Bastante	Bastante	bastante
~.	~.	y
Y	Y	había
había	había	que
que	que	saber
saber	saber	también
también	también	porque
~,	~,	si
[HS:E1	[HS:E1	no
		[RISA]			[RISA]	sabía
		]			]	ya
porque	porque	vamos
si	si	aquí
no	no	a
sabía	sabía	cabroñar
~,	~,	que
llamamos	llamamos	eso
aquí	aquí	no
~,	~,
cabruñar	cabruñar
~…	~…
[HS:E1	[HS:E1
		¿~			¿~
Qué	Qué
es	es
eso	eso
~?	~?
		]			]
[L-Otra:	[L-Otra:
		non			non
		]			]
~,	~,
[L-Otra:	[L-Otra:
		non			non
		]			]
~…	~…
[L-Otra:	[L-Otra:
		non			non
		]			]
cortaba	cortaba
~.	~.
