estandar	dialectal	whisper
Sí	Sí	y
~,	~,	si,
sí	sí	tu
~.	~.	éstora
Todo	To	de
esto	esto	plátano.
eran	eran	Este
plátanos	plátanos	no,
~.	~.	esta
Este	Este	gásano.
no	no	Mi
~.	~.	gásano
Esta	Esta	y
casa	casa	estas
no	no	gásas
~.	~.	baratas,
Mi	Mi	no.
casa	casa	Pero
ni	ni	esas
estas	estas	nuevas,
casas	casas	tú
baratas	baratas	ves
no	no	a
~.	~.	un
Pero	Pero	cercano
esas	esas	de
nuevas	nuevas	plátano.
~,	~,	Ya
todo	todo	después
eso	eso	compraron
eran	eran	las
cercados	cercaos	tierras,
de	de	que
plataneras	plataneras	tenía
~.	~.	dinero,
Ya	Ya	y
después	después	plantaron
compraron	compraron	tomas
las	las	en
tierras	tierras	un
~,	~,	primero
quien	quien	plátano
tenía	tenía	era,
dinero	dinero	quitaron
~…	~…	las
y	y	plátaneras,
s-	s-	plantaron
~,	~,	tomatero,
[OTRAS-EM]	[OTRAS-EM]	después
plantaron	plantaron	ya
toma-	toma-	no
~,	~,	plantaban,
[OTRAS-EM]	[OTRAS-EM]	que
primero	primero	ese
plataneras	plataneras	señora
~,	~,	de
quitaron	quitaron	la
las	las	red,
plataneras	plataneras	y
~,	~,	después
plantaron	plantaron	vendieron
tomateros	tomateros	los
~,	~,	soldales,
después	después	y
ya	ya	si
s-	s-	no
~,	~,	se
ya	ya	ascoce.
no	no	Aquí
plantaban	plantaban	hay
~,	~,	muy
que	que	pocas
ese	ese	gente,
señor	señó	cuando
era	era	nací.
de	de	Ahora
La_Aldea	La_Aldea	de
~,	~,	ganación
después	después	hay
vendieron	vendieron	uno,
los	los	porque
solares	solares	aquí
y	y	viene
hicieron	hicieron	todo
esas	esas	el
casas	casas	mundo,
~.	~.	montan
¿~	¿~	en
Sabes	Sabes	tecranjero,
~?	~?	sino
Aquí	Aquí	de
habíamos	habíamos	prochain
muy	muy	nuevo
poca	poca
gente	gente
cuando	cuando
nací	nací
yo	yo
~.	~.
Ahora	Ahora
~,	~,
desque	desque
nació	nació
[A-Inn]	[A-Inn]
porque	porque
aquí	aquí
viene	viene
todo	todo
el	el
mundo	mundo
~.	~.
Montones	Montones
de	de
extranjeros	extranjeros
~,	~,
aquí	aquí
no	no
hay	hay
sino	sino
extranjeros	extranjeros
ahora	ahora
~.	~.
