estandar	dialectal	whisper
~¡~	~¡~	La
La	La	nevera,
nevera	nevera	poña,
~,	~,	se
coña	coña	olviden
~!	~!	un
Que	Que	pueblo
me	me	y
se	se	ahí
olvida	olvida	lo
y	y	siento
no	no	malo
puedo	puedo	se
~.	~.	metí,
Y	Y	que
ahí	ahí	está
luego	luego	frescito
tienen	tien	y
toa	toa	a
la	la	lo
noche	noche	tuyo
ahí	ahí	se
metío	metío	huere
~,	~,	otra
está	está	vez,
fresquito	fresquito	ahora
~,	~,	con
y	y	el
al	al	asa,
otro	otro	en
día	día	una
eso	eso	bañera
huele	huele	grande,
[A-Inn]	[A-Inn]	hay
~;	~;	bañeras
ahora	ahora	grandes
coge	coge	así,
la	la	para
sal	sa	meter
~,	~,	y
en	en	si
una	una	hay
bañera	bañera	un
grande	grande	amo
~|	~|	o
hay	hay	dos,
bañeras	bañeras	por
grandes	grandes	un
asín	asín	concito,
pa	pa	una
meter	meté	bañera
y	y	de
si	si	que
hay	hay	se
na	na	antactivo,
más	más	acá
un	un	viene
jamón	jamón	la
o	o	que
dos	dos	se
~,	~,	bañaba
pos	pos	en
en	en	la
un	un	gente
cajoncito	cajoncito	y
~,	~,	ahora
una	una	hay
bañera	bañera	más
de	de	chica,
le	le	aquí
~|	~|	ya
de	de	tiene
que	que	mucho
se	se	que
~…	~…	tienen
~|	~|	así
antes	antes	las
antiguas	antiguas	bañeras,
~,	~,	ojo,
que	que	la
había	había	hecha
de	de	de
la	la	esa
~…	~…	por
~|	~|	abajo,
~¡~	~¡~	bien
que	que	cubirta
se	se	esa,
bañaba	bañaba	ahora
la	la	es
gente	gente	coge
~!	~!	de
Y	Y	amo,
ahora	ahora	así,
igual	iguá	así
~,	~,	lo
porque	porque	metí
hay	hay	y
algunas	algunas	sigue,
más	más	son
chicas	chicas	dos,
~,	~,	este
pos	pos	con
aquí	aquí	la
las	las	pata
tienen	tienen	para
~|	~|	acá,
muchos	muchos	y
tienen	tienen	este
aquí	aquí	con
las	las	la
bañeras	bañeras	pata,
esas	esas	esta
~.	~.	la
Coges	Coges	pata,
~,	~,	así,
la	la	pero
echas	echas	todo
de	de	esto
sal	sa	no
por	por	es
abajo	abajo	esa,
~,	~,	con
bien	bien	terrado
cubierta	cubierta	y
de	de	aquí,
sal	sa	por
~,	~,	este
ahora	ahora	hora,
coge	coge	ponen
el	el	el
jamón	jamón	otro,
~,	~,	y
aquí	quí	ahora
~,	~,	hay
haces	haces	esta
así	así	toaza
[G-Mst]	[G-Mst]	y
~,	~,	muchas,
lo	lo	los
metes	metes	vea
~,	~,	con
y	y	colmado
si	si	de
es	es	sal
~|	~|	y
son	son	bien
dos	dos	ahí
~,	~,	y
pues	pues	los
este	este	tiene
con	con	los
la	la	veintidos
pata	pata	allá,
pa	pa	y
acá	acá	cuando
~,	~,	os
[G-Mst]	[G-Mst]	saca,
y	y	por
este	este	vuelos
~,	~,	de
con	con	agua,
la	la	a
pata	pata	lavarlo
~|	~|	con
esta	esta	agua
la	la	de
pata	pata	tempraya,
~,	~,	caselaba,
aquí	quí	se
~,	~,	escurre
		y
así	así	cuando
~.	~.	ya
Pero	Pero	te
to	to	parece,
esto	esto	vas
~…	~…	con
lleno	lleno	una
de	de	aguja
sal	sa	que
~,	~,	hay
to	to	de
enterrao	enterrao	palo,
~,	~,	es
y	y	pincha
aquí	aquí	y
sobre	sobre	lo
este	este	huele,
ahora	ahora	como
pones	pones	no
el	el	te
otro	otro	da
~,	~,	olo
y	y	a
ahora	ahora	Ana,
le	le	que
echas	echas	te
toa	toa	da
la	la	olo
sal	sa	acá
ahí	ahí	en
~,	~,	la
mucha	mucha	amo,
sal	sa	pues
~,	~,	sala
mucha	mucha	a
sal	sa	lo,
~.	~.	y
Lo	Lo	ya
dejas	dejas	está,
con	con	cuando
~,	~,	lo
colmao	colmao	coge
de	de	y
sal	sal	lo
ahí	ahí	saca,
bien	bien	le
ahí	ahí	hace
~,	~,	agua,
y	y	con
los	los	agua
tienes	tienes	de
los	los	tempraya
veintidós	veintidós	y
días	días	ya
~.	~.	es
Y	Y	corbalo,
cuando	cuando	y
los	los	cuando
sacas	sacas	pasamos
~,	~,	días,
pues	pues	empieza
vuelves	vuelves	a
otra	otra	poner
vez	vez	blanco
igual	iguá	y
~:	~:	eso,
a	a	con
lavarlos	lavalos	una
~,	~,	mitad
con	con	de
agua	agua	aceite
templadita	templaíta	y
se	se	lo
lava	lava	refrié
~,	~,	a
si	si	todo,
escurre	escurre	refrié
~,	~,	a
y	y	todo,
cuando	cuando	aceite
ya	ya	es
te	te	frita
parece	parece	un
tocas	tocas	poco
con	con	y
una	una	ahora
aguja	aguja	te
que	que	diría,
hay	hay	ah,
de	de	montólo
palo	palo	de
~,	~,	aire,
que	que	cuérgale
pincha	pincha	y
~,	~,	se
y	y
lo	lo
hueles	hueles
~;	~;
como	como
no	no
te	te
da	da
olor	olor
a	a
na	na
~,	~,
que	que
te	te
da	da
olor	olor
a	a
~,	~,
a	a
carne	carne
y	y
jamón	jamón
~,	~,
pues	pues
a	a
salarlo	salalo
~.	~.
Y	Y
ya	ya
está	está
~,	~,
y	y
cuando	cuando
lo	lo
coges	coges
y	y
lo	lo
sacas	sacas
les	les
haces	haces
igual	iguá
~:	~:
los	los
lavas	lavas
con	con
agua	agua
templada	templá
y	y
a	a
colgarlos	colgalos
~.	~.
Y	Y
cuando	cuando
pase	pase
unos	unos
días	días
se	se
empieza	empieza
a	a
poner	poner
~…	~…
[OTRAS-EM]	[OTRAS-EM]
blanco	blanco
y	y
eso	eso
~,	~,
coges	coges
una	una
mijita	mijita
de	de
aceite	aceite
y	y
lo	lo
lo	lo
refritas	refritas
to	to
~.	~.
Refrita	Refrita
~,	~,
l'el_aceite	l'aceite
y	y
fritas	fritas
un	un
poco	poco
~,	~,
y	y
ahora	ahora
te	te
[A-PIn:	[A-PIn:
		llegas			llegas
		]			]
y	y
le	le
das	das
~,	~,
al	al
jamón	jamón
~.	~.
Entonces	Ento
lo	lo
dejas	dejas
ahí	ahí
~,	~,
cuelgas	cuelgas
y	y
ahí	ahí
~,	~,
ya	ya
está	tá
~.	~.
