estandar	dialectal	whisper
Mira	Mira	de
~,	~,	radar,
te	te	de
voy	voy	careful,
a	a	de
decir	decir	radio
la	la	el
verdad	verdad	diablo...
~:	~:	alive
a	a	¿
mí	mí	என
los	los	fue
toros	toros	este.
no	no	Ven
me	me	las
gustaban	gustaban	éximas,
~;	~;	warmeda,
le	le	nuclear�...
gustaban	gustaban	una
a	a	denajuma,
mi	mi	mirar,
marido	marido	muestra,
~,	~,	muestra,
y	y	muestra,
yo	yo	no
iba	iba	podemos
siempre	siempre	disparar
con	con	o
él	él	la
~.	~.	droga
Pero	Pero	Me以及
ahora	ahora	un
en	en	meditador
~,	~,	aqui
ahora	ahora	del
me	me	otro
están	están	juego...
gustando	gustando	¿Dicます,
los	los	cuándo?
toros	toros	Creemos
 	 	que
 	 	no
 	 	liquidamos
 	 	un
 	 	dólar...
 	 	me
 	 	crocod
 	 	WAVY
