estandar	dialectal	whisper
A	A	a
las	las	la
gallinas	gallinas	gallina
~,	~,	son
son	son	no
muy	muy	esclapas,
esclavas	esclavas	lo
~.	~.	que
Lo	Lo	la
que	que	quiera
la	la	se
quieras	quieras	echar.
echar	echar	Esas
~.	~.	comen
Esas	Esas	de
comen	comen	todo,
de	de	hasta...
todo	todo	Tiva
~,	~,	hablar
hasta	hasta	una
~…	~…	cosa
te	te	normal,
iba	iba	pero
a	a	no,
de-	de-	perdona,
~,	~,	no
a	a	te
hablar	hablar	lo
una	una	digo.
cosa	cosa	Esas
mal	mal	escarban
~,	~,	y
pero	pero	comen
no	no	de
~,	~,	todo,
[RISAS]	[RISAS]	comen
perdona	perdona	hierba,
~,	~,	comen
no	no	cebada,
te	te	comen
lo	lo	narina,
digo	digo	comen
~.	~.	pienso
Esas	Esas	compuestos,
escarban	escarban	comen
y	y	de
comen	comen	todos.
de	de	Y
todo	todo	uno
~,	~,	sobre
comen	comen	una
hierba	hierba	comida
~,	~,	y
comen	comen	se
cebada	cebada	la
~,	~,	quiere
comen	comen	exponer,
~…	~…	la
harina	harina	micha
~,	~,	de
comen	comen	la
piensos	piensos	comen.
compuestos	compuestos	Esas
~,	~,	hacen
comen	comen	a
de	de	paño
todo	todo	a
~.	~.
Si	Si
u-	u-
~,	~,
sobra	sobra
una	una
comida	comida
y	y
se	se
la	la
quieres	quieres
poner	poner
~,	~,
también	también
se	se
la	la
comen	comen
~.	~.
Esas	Esas
hacen	hacen
apaño	apaño
a	a
todo	todo
~.	~.
