estandar	dialectal	whisper
Huy	Huy	Uy
~,	~,	a
a	a	cualquier
cualquier	cualquier	hora,
hora	hora	pero
~,	~,	como
pero	pero	atendeñas,
como	como	está
hacen	hacen	la
peñas	peñas	iglesia
~,	~,	tocando
está	está	y
la	la	no
iglesia	iglesia	hay
tocando	tocando	nadie
y	y	en
no	no	la
hay	hay	plaza.
nadie	nadie	No,
en	en	no
la	la	están
plaza	plaza	en
~.	~.	las
Cada	Cada	peñas,
uno	uno	pero
está	está	van
en	en	y
las	las	choban
peñas	peñas	donar
~.	~.	en
Eso	Eso	un
han	han	mundo
hecho	hecho	entero
~…	~…	con
abandonar	abandonar	las
el	el
mundo	mundo
entero	entero
con	con
las	las
peñas	peñas
~.	~.
