estandar	dialectal	whisper
somos	somos	¿
jóvenes	jóvenes	notifications
~,	~,	called
somos	somos	Oh
los	los	no?
dos	dos	¿
muy	muy	porque
jóvenes	jóvenes	somos
~,	~,	dos
[HS:E4	[HS:E4	viejos
		¿~			¿~	Yoös
Y	Y	que
me	me	va.
pueden	pueden	Son
contar	contar	somos
cómo	cómo	cobenes.
~…	~…	contaminated
~?	~?	como
		]			]	Huh
tenemos	tenemos	Well
muchas	muchas	Muchas
cosas	cosas	cosas
que	que	cadernas
hacer	hacer	a
en	en	Acut
la	la
vida	vida
aún	aún
nosotros	nosotros
~.	~.
[HS:E4	[HS:E4
		¿~			¿~
Cómo	Cómo
		]			]
