estandar	dialectal	whisper
¿~	¿~	El
Y	Y	mes
cuándo	cuándo	les
iban	iban	era
al	al	placer
campo	campo	un
cantaban	cantaban	poco.
también	también	Pero
~?	~?	la
[HS:I1	[HS:I1	hacienda
		Sí			Sí	también
~,	~,	se
eso	eso	допceseneca
sí	sí	belongedente
~,	~,	a
mira	mira	de
~.	~.	los
 	 	kwijaba
 	 	a
 	 	24ge
 	 	y
 	 	también
 	 	a
 	 	disabled孩子
 	 	de
 	 	la
 	 	disfruta
 	 	de
 	 	mis
 	 	opciones,
 	 	dueces
 	 	de
 	 	la
 	 	de
 	 	las
 	 	prim
 	 	customer
 	 	interact
 	 	opportunities.东西
 	 	los
 	 	kun
 	 	appreciate
 	 	y
 	 	también
 	 	y列les
 	 	a
 	 	�ers
 	 	que
 	 	más
 	 	el
 	 	que
 	 	buscas
 	 	por
 	 	el
 	 	fondo
 	 	o
 	 	para
 	 	las
 	 	bobras
 	 	a
 	 	jugarme
 	 	así
 	 	como
 	 	los
 	 	dipades
 	 	para
 	 	el
 	 	spectacle.
 	 	translate
 	 	curiosamente
 	 	para
 	 	el
 	 	próximo
 	 	video.
