estandar	dialectal	whisper
[Asent]	[Asent]	y
~.	~.	con
Y	Y	la
con	con	sangre
la	la	que
sangre	sangre	hacían?
~,	~,	la
¿~	¿~	sangre,
qué	qué	pero
hacían	hacían	a
 	 	ver,
 	 	la
 	 	sangre
 	 	cuando
 	 	se
 	 	quita
 	 	le
 	 	echan
 	 	un
 	 	poquito
 	 	de
 	 	zá
 	 	en
 	 	el
 	 	cubito,
 	 	la
 	 	cogemos
 	 	siempre
 	 	en
 	 	un
 	 	cubo
 	 	para
 	 	que
 	 	quere
 	 	mata,
 	 	en
 	 	el
 	 	fondo
 	 	y
 	 	se
 	 	quita,
 	 	se
 	 	mata,
 	 	se
 	 	quita
 	 	del
 	 	cochino
 	 	y
 	 	se
 	 	den
 	 	un
 	 	rato,
 	 	después
 	 	de
 	 	corta
 	 	en
 	 	trozos
 	 	y
 	 	está
 	 	un
 	 	azarte
 	 	con
 	 	agua
 	 	caliente
 	 	y
 	 	se
 	 	coci
 	 	y
 	 	la
 	 	dejamos
 	 	que
 	 	se
 	 	coci
 	 	bien
 	 	y
 	 	decimos
 	 	que
 	 	son
 	 	los
 	 	trozos
 	 	muy
 	 	grandes
 	 	porque
 	 	siempre
 	 	aumenta
 	 	un
 	 	poco
 	 	con
 	 	las
 	 	maderas
 	 	de
 	 	corta,
 	 	una
 	 	cumadera
 	 	que
 	 	tenemos
 	 	solo
 	 	va
 	 	a
 	 	entregar,
 	 	si
 	 	le
 	 	va
 	 	dando
 	 	unos
 	 	cortecitos
 	 	y
 	 	ya
 	 	cuando
 	 	vemos
 	 	que
 	 	está,
 	 	quita
 	 	un
 	 	trozo
 	 	un
 	 	plato
 	 	y
 	 	lo
 	 	partimos
 	 	con
 	 	un
 	 	guchillo,
 	 	no
 	 	hay
 	 	un
 	 	moque
 	 	estar
 	 	locido
 	 	pues
 	 	ya
 	 	lo
 	 	he
 	 	quedado
 	 	con
 	 	las
 	 	cumaderas,
 	 	el
 	 	me
 	 	escurrido
 	 	que
 	 	está
 	 	solamente
 	 	para
 	 	las
 	 	coves,
 	 	lo
 	 	vamos
 	 	poniendo
 	 	y
 	 	algo
 	 	de
 	 	moja
 	 	de
 	 	escurrido
 	 	para
 	 	que
 	 	no
 	 	le
 	 	quede
 	 	mucha
 	 	agua
 	 	y
 	 	después
 	 	de
 	 	un
 	 	jugador
 	 	de
 	 	bojo
 	 	de
 	 	grifo
 	 	y
 	 	ya
 	 	está
 	 	la
 	 	sangre
 	 	del
 	 	paraba,
 	 	cerá,
 	 	picapex
 	 	pero
 	 	les
 	 	parece
 	 	la
 	 	luna
