estandar	dialectal	whisper
Y	Y	de
las	las	pelo
muchachas	muchachas	madre
que	que	a
vienen	vienen	mí,
aquí	aquí	aquí
~,	~,	hay
hay	hay	sobre
sobre	sobre	todo
todo	todo	una
~,	~,	que
hay	hay	se
una	una	llama
que	que	que
se	se	todo
llama	llama	lo
		año
Anonimizado	Anonimizado	viene
		cuando
~,	~,	era
que	que	la
todos	tos	campaña
los	los	de
años	años	la
viene	viene	sistuna
cuando	cuando	y
es	es	es
la	la	más
campaña	campaña	buena
de	de	la
la	la	misma,
aceituna	aceituna	que
y	y	tiene
es	es	que
más	más	morer
buena	buena	a
la	la	un
		guapa
Anonimizado	Anonimizado	que
		tiene
esa	esa	de
que	que	mi
tie-	tie-	niño
~,	~,	chico,
que	que	que
es	es	es
morena	morena	un
~,	~,	guanito,
muy	muy	que
guapa	guapa	es
~,	~,	el
que	que	niño
tiene	tiene	que
dos	dos	se
niños	niños	le
chicos	chicos	queda
~.	~.	chicas
[HS:I1	[HS:I1	en
		Que			Que	la
son	son	doy
muy	muy	para
bonitos	bonitos	ella
~.	~.	para
		]			]	suyo,
Y	Y	y
la	la	mira,
ropa	ropa	tiene
de	de	un
mis	mis	niño
niños	niños	de
que	que	bonito
se	se	y
les	les	está
queda	queda	casado
chica	chica	con
~,	~,	un
se	se	moro,
la	la	pero
doy	doy	hay
pa	pa	un
ella	ella	guapa,
~,	~,	pero
pa	pa	eso
los	los	es
suyos	suyos	lo
~.	~.	que
[HS:I1	[HS:I1	no
		Y			Y	me
mira	mira	gusta
~,	~,	a
tiene	tiene	mí,
dos	dos	vaya
niños	niños	ya,
de	de	eso
bonitos	bonitos	son
y	y	otras
está	está	tradición,
casada	casá	que
con	con	están
un	un	casados
~,	~,	y
con	con	la
un	un	compran
moro	moro	el
~.	~.	marillo,
		]			]	eso
Pero	Pero	no
mira	mira	es
~,	~,	una
hay	hay	cosa,
otros	otros	eso
que	que	no
vienen	vienen	es
y	y	una
yo	yo	cosa
no	no	que
sé	sé	están
cómo	cómo	dedicadores,
nos	nos	no
tienen	tienen	sí,
~,	~,	eso
[HS:I1	[HS:I1	es
		Pero			Pero	un
es	es	italiano,
muy	muy	bueno,
guapa	guapa	a
la	la	lo
muchacha	muchacha	mejor,
		]			]	me
que	que	hago
tú	tú	todo
te	te	mi
vas	vas	9000
aquí	aquí	euros,
a	a	yo
algún	algún	no
sitio	sitio	sé
de	de	cuánto,
Antequera	Antequera	eso
~,	~,	no
ahí	ahí	me
a	a	gusta
comprar	comprá	a
algo	algo	mí
~,	~,	que
cuando	cuando	va
quieres	quieres	a
volver	volvé	comprar
~,	~,	la
el	el	diga,
bolso	bolso	eso
~,	~,	no
el	el	me
monedero	monedero	gusta
te	te	a
lo	lo	mí,
han	han	eso
quitado	quitao	no
y	y	me
no	no
te	te
has	has
dado	dao
ni	ni
cuenta	cuenta
~,	~,
hombre	hombre
~.	~.
[HS:I1	[HS:I1
		Pero			Pero
tú	tú
sabes	sabes
lo	lo
que	que
no	no
me	me
gusta	gusta
a	a
mí	mí
~,	~,
vaya	vaya
~,	~,
ya	ya
eso	eso
son	son
otras	otras
~,	~,
otras	otras
tradiciones	tradiciones
que	que
hay	hay
que	que
están	están
casadas	casás
y	y
las	las
compran	compran
el	el
marido	marido
~.	~.
		]			]
[HS:E2	[HS:E2
		~¡~			~¡~
Ah	Ah
~!	~!
~,	~,
sí	sí
~.	~.
		]			]
Yo	Yo
~,	~,
que	que
no	no
es	es
porque	porque
vosotras	vosotras
que	que
me	me
perdonéis	perdonéis
si	si
os	os
~,	~,
[HS:E3	[HS:E3
		No			No
~,	~,
no	no
~.	~.
		]			]
pero	pero
que	que
no	no
es	es
~…	~…
pero	pero
que	que
algunos	algunos
que	que
están	están
dedicados	dedicaos
a	a
eso	eso
~,	~,
vaya	vaya
~.	~.
[HS:I1	[HS:I1
		Eso			Eso
~,	~,
eso	eso
que	que
eso	eso
no	no
sé	sé
~.	~.
		]			]
[HS:E3	[HS:E3
		Bueno			Bueno
~,	~,
quizás	quizás
es	es
gitana	gitana
porque	porque
los	los
rumanos	rumanos
así	así
no	no
~…	~…
		]			]
[HS:I1	[HS:I1
		No			No
si	si
ya	ya
~,	~,
si	si
esos	esos
son	son
gitanos	gitanos
~.	~.
		]			]
Que	Que
pasa	pasa
como	como
los	los
españoles	españoles
~,	~,
como	como
con	con
todo	to
~,	~,
que	que
hay	hay
de	de
todo	to
~.	~.
[HS:E3	[HS:E3
		Sí			Sí
~,	~,
a	a
los	los
gitanos	gitanos
sí	sí
~,	~,
también	también
ahora	ahora
pasa	pasa
eso	eso
~.	~.
		]			]
[HS:E2	[HS:E2
		A			A
nosotras	nosotras
también	también
nos	nos
ha	ha
pasado	pasado
eso	eso
de	de
robarnos	robarnos
la	la
cartera	cartera
~.	~.
		]			]
[A-Inn]	[A-Inn]
[HS:I1	[HS:I1
		Pues			Pues
los	los
compran	compran
~.	~.
«~	«~
Me	Me
ha	ha
costado	costao
mi	mi
mujer	mujer
tres_mil	tres_mil
euros	euros
u	u
~»	~»
~,	~,
yo	yo
no	no
sé	sé
cuánto	cuánto
~.	~.
Eso	Eso
~,	~,
eso	eso
no	no
me	me
gusta	gusta
a	a
mí	mí
~,	~,
comprarla	comprarla
digo	digo
~,	~,
		]			]
