estandar	dialectal	whisper
pues	pues	¿Y
los	los	para
corderos	corderos	qué
también	también	usaba
para	para	las
vender	vender	elejas?
la	la	No,
~…	~…	no,
[OTRAS-EM]	[OTRAS-EM]	por
y	y	los
ya	ya	corderos
está	está	también
~,	~,	para
o	o	vender,
sea	sea	y
que	que	acá,
procurar	procurar	ya
cuidar	cuidar	se
los	los	hay
animales	animales	que
bien	bien	procurar,
cuidaditos	cuidaditos	cuidar
~,	~,	los
y	y	animales
si	si	bien
te	te	coidaditos,
criaban	criaban	y
~,	~,	si
o	o	te
sea	sea	criaban
~,	~,	a
aquellos	aquellos	que
corderos	corderos	los
para	para	corderos,
poder	poder	para
vender	vender	poder
allí	allí	vender
los	los	a
corderos	corderos	que
~,	~,	los
porque	porque	corderos,
no	no	porque
se	se	no
hacía	hacía	se
más	más	hacía
dinero	dinero	más
allí	allí	dinero
en	en	a
el	el	quien
campo	campo	el
que	que	campo,
era	era	que
o	o	era
de	de	de
los	los	los
cerdos	cerdos	cedros,
~,	~,	o
o	o	de
de	de	los
los	los	corderos,
corderos	corderos	o
~,	~,	de
o	o	los
de	de	huevos
los	los	de
huevos	huevos	bargallinas,
de	de	no
las	las	había
gallinas	gallinas	otro
~,	~,	cosa,
o	o	ahora
~,	~,	nada,
no	no	pero
~,	~,	en
no	no	aquel
~,	~,	otro
no	no	tiempo,
~,	~,	ya
no	no	está
~,	~,	normal,
no	no
~,	~,
no	no
~,	~,
aquí	aquí
no	no
había	había
~,	~,
no	no
había	había
otro	otro
si-	si-
~,	~,
cosa	cosa
~.	~.
Ahora	Ahora
nada	nada
vale	vale
nada	nada
~,	~,
pero	pero
en	en
aquellos	aquellos
tiempos	tiempos
sí	sí
~,	~,
eh	eh
~,	~,
y	y
de	de
esta	esta
forma	forma
vivíamos	vivíamos
~.	~.
