estandar	dialectal	whisper
Luego	Luego	lo
esa	esa	esa
manteca	manteca	manteca
del	del	del
cerdo	cerdo	cerdo
se	se	se
deshacía	deshacía	deshacía
~,	~,	y
y	y	se
se	se	echaba
echaba	echaba	en
en	en	una
una	una	cazuela
cazuela	cazuela	y
~,	~,	después
y	y	cuando
después	después	echaba
cuando	cuando	los
echabas	echabas	choritos
los	los	en
chorizos	chorizos	manteca,
en	en	se
manteca	manteca	utilizaba
pues	pues	para
se	se	conservar
~,	~,	los
se	se	choritos
utilizaba	utilizaba	durante
para	para	el
eso	eso
~,	~,
pa	pa
conservar	conservar
los	los
chorizos	chorizos
durante	durante
el	el
verano	verano
~.	~.
