estandar	dialectal	whisper
Y	Y	otra
otra	otra	cosa
cosa	cosa	también
también	también	que
que	que	era
era	era	muy
muy	muy	típica
típica	típica	era
~,	~,	después
era	era	porque
después	después	había
~,	~,	varias
porque	porque	morcillas
había	había	que
varias	varias	cuando
morcillas	morcillas	estaban
que	que	cociéndose,
cuando	cuando	porque
estaban	estaban	distintas
cociéndose	cociéndose	causas
porque	porque	porque
~…	~…	unas
distintas	distintas	veces
causas	causas	tampoco
~,	~,	yo
porque	porque	todas
unas	unas	las
veces	veces	morcillas
tampoco	tampoco	de
~…	~…	los
~,	~,	cerdos
no	no	eran
todas	todas	buenas,
las	las	pasaron
morcillas	morcillas	a
de	de	igual
los	los	que
cerdos	cerdos	las
eran	eran	personas,
buenas	buenas	que
~,	~,	ahora
pasarán	pasarán	una
igual	igual	temperatura
que	que	de
las	las	bastantes
personas	personas	llorados
~,	~,	porque
[RISA]	[RISA]	tenía
que	que	que
~…	~…	hervir
ta-	ta-	bastante
~,	~,	las
pues	pues	morcillas
si	si	pasas
a	a	se
~…	~…	sabrían
~,	~,	y
a	a	entonces
una	una	quedaba
temperatura	temperatura	todo
~…	~…	todo
de	de	eso
bastantes	bastantes	que
grados	grados	daba
~,	~,	en
porque	porque	la
tenía	tenía	cadera
que	que	donde
hervir	hervir	se
bastante	bastante	estaba
[OTRAS-EM]	[OTRAS-EM]	cociendo
las	las	y
morcillas	morcillas	al
~,	~,	final
~¡~	~¡~	no
pas	pas	veía
~!	~!	que
[ONOMAT]	[ONOMAT]	no
~,	~,	teníamos
se	se	que
~,	~,
se	se
~,	~,
se	se
abrían	abrían
y	y
entonces	entonces
quedaba	quedaba
todo	todo
~,	~,
todo	todo
eso	eso
quedaba	quedaba
en	en
la	la
caldera	caldera
donde	donde
se	se
estab-	estab-
~,	~,
y	y
en	en
donde	donde
se	se
estaban	estaban
cociendo	cociendo
y	y
~,	~,
al	al
final	final
~,	~,
se	se
llamaba	llamaba
a	a
eso	eso
mondongo	mondongo
~.	~.
