estandar	dialectal	whisper
Pues	Pues	por
por	por	nada
co-	co-	porque
~…	~…	entonces
~,	~,	no
por	por	teníamos,
~,	~,	no
por	por	se
na	na	reñe,
~,	~,	entonces
porque	porque	se
entonces	entonces	reñe
no	no	mucho
teníamos	teníamos	menos,
na	na	que
y	y	ahora
reñíamos	reñíamos	se
a	a	dicute
lo	lo	más
mejor	mejor	la
por	por	íntima,
cualquier	cualquier	parece
cosa	cosa	que
de	de	hay
na	na	más
~,	~,	diferencia,
pero	pero	parece
vamos	vamos	a
~…	~…	mí,
No	No	a
se	se	mí,
reñía	reñía	parece
~,	~,	a
entonces	entonces	mí
se	se	y
reñía	reñía	se
mucho	mucho	vea
menos	menos	a
que	que
ahora	ahora
~.	~.
Ahora	Ahora
se	se
discute	discute
más	más
la	la
gente	gente
y	y
más	más
~…	~…
Parece	Parece
que	que
hay	hay
más	más
diferencias	diferencias
~,	~,
me	me
parece	parece
a	a
mí	mí
~.	~.
A	A
mí	mí
~.	~.
A	A
mi	mi
parecer	parecer
~,	~,
¿~	¿~
eh	eh
~?	~?
[HS:E	[HS:E
		¿~			¿~
Y	Y
se	se
		]			]
Que	Que
~…	~…
