estandar	dialectal	whisper
Yo	Yo	Yo
a	a	a
mis	mis	mis
hijos	hijos	hijos
es	es	que
que	que	no
no	no	los
los	los	he
he	he	tenido
tenido	tenido	que
que	que	obligar,
obligar	obligar	a
~.	~.	mis
Mis	Mis	hijos
hijos	hijos	han
han	han	ido
ido	ido	bien.
bien	bien	Si
~.	~.	no
Sin	Sin	obligaron,
obligarlos	obligarlos	mis
~,	~,	hijos
mis	mis	han
hijos	hijos	ido
han	han	siempre
ido	ido	y
siempre	siempre	mis
y	y	hijos,
mis	mis	hombre
hijos	hijos	ya
~…	~…	tienen
~¡~	~¡~	falta
Hombre	Hombre	y
~!	~!	ellos
Ya	Ya	no
tienen	tienen	han
faltas	faltas	que
y	y	no
ellos	ellos	han
no	no	faltan
han	han	nunca
~…	~…	porque
podido	podido	con
f-	f-	eso
~…	~…	que
~|	~|	lo
que	que	ponen
no	no	falta,
han	han	antes
faltao	faltao	como
nunca	nunca	no
porque	porque	ponían
con	con	falta.
eso	eso	Volta
que	que	la
los	los	moto
ponen	ponen	la
falta	falta	vez
~.	~.	que
Antes	Antes
como	como
no	no
nos	nos
ponían	ponían
falta	falta
~…	~…
pues	pues
faltábamos	faltábamos
todas	todas
las	las
veces	veces
que	que
queríamos	queríamos
~.	~.
