estandar	dialectal	whisper
todo	todo	Porque
~,	~,	al
todo	todo	final
~.	~.	de
[HS:E1	[HS:E1	la
		Ya			Ya	semana
~,	~,	en
ya	ya	la
~.	~.	capital
		]			]	cobraban,
Pero	Pero	todo
claro	claro	el
~,	~,	final
había	había	de
~,	~,	la
ya	ya	semana
te	te	ira,
digo	digo	no
~,	~,	al
eh	eh	final
~,	~,	tal
era	era	vez,
~,	~,	no
en	en	de
la	la	semana.
~|	~|	Y
en	en	aquí
pueblo	pueblo	tenéis
es	es	que
una	una	esperar
ca-	ca-	que
~,	~,	lluviese,
es	es	al
un	un	corrar
pueblo	pueblo	al
de	de	final
mil_seiscientos	mil_seiscientos	de
habitantes	habitantes	año,
~;	~;	y
mil_seiscientos	mil_seiscientos	si
habitantes	habitantes	padregaba,
~,	~,	bueno,
unas	unas	lluvia
trescientas	trescientas	o
casas	casas	no
~;	~;	corries
vale	vale	nada.
~;	~;	Y
de	de	todos
~,	~,	esos
pues	pues	cereales,
mira	mira	por
~:	~:	ejemplo,
trescientas	trescientas	el
casas	casas	trigo
~,	~,	que
trescientos	trescientos	nos
agricultores	agricultores	ha
~,	~,	dicho
¿~	¿~	para
eh	eh	que
~?	~?	utilizaban
Y	Y	para
ahora	ahora	hacer
~,	~,	pa'
ahora	ahora	no
hay	hay	supongo.
~,	~,	No,
hay	hay	no,
u-	u-	no,
~,	~,	aquí
unos	unos	no
treinta	treinta	lo
~.	~.	hacíamos
Y	Y	nada,
llevan	llevan	no.
la	la	Esto,
misma	misma	este,
tierra	tierra	80
~,	~,	años
eh	eh	atrás,
~;	~;	1990,
la	la	quizás
misma	misma	sí
tierra	tierra	había
~.	~.	una
[A-PIn:	[A-PIn:	casa
		Cuando			Cuando	que
		]			]	se
ha	ha	hacía
salido	salido	al
la	la	pal.
maquinaria	maquinaria	Pero
~,	~,	no
pues	pues	aquí,
claro	claro	cogíamos
~,	~,	y
la	la	lo
~|	~|	vendíamos,
eh	eh	son
~,	~,	comerciantes.
la	la	El
gente	gente	comerciante
~,	~,	lo
la	la	vendía
~,	~,	a
la	la	la
gente	gente	hirienera,
que	que	y
tenía	tenía	los
la	la	comerciantes
casa	casa	nos
pequeña	pequeña	pagaban
y	y	nosotros.
el	el	El
terreno	terreno	trabajo
pequeño	pequeño	que
y	y	derivaba
estaba	estaba	el
en	en	trigo,
~,	~,	como
en	en	la
medio	medio	vía,
del	del	como
pueblo	pueblo	pasa
~,	~,	ahora,
claro	claro	lo
~,	~,	que
¿~	¿~	hacemos
cómo	cómo	de
vas	vas	la
con	con	vía,
un	un	lo
tractor	tractor	que
~?	~?	hacemos
Que	Que	del
~,	~,	teriel,
de	de	lo
hecho	hecho	llevamos
~,	~,	a
los	los	la
que	que	cooperativa,
vivían	vivían	y
del	del	si
~,	~,	no
de	de	es
medio	medio	de
pueblo	pueblo	la
para	pa	cooperativa,
arriba	arriba	va
ya	ya	otro
eran	eran	sitio,
de	de	un
casas	casas	comerciante,
más	más	y
bien	bien	ellos
flojas	flojas	te
~,	~,	pagan
de	de	al
~,	~,	precio
de	de	que
~,	~,	los
de	de	dicen,
tierra	tierra	como
~.	~.	los
Y	Y	somendras,
las	las	y
má-	má-	es
~,	~,	así.
las	las	Y
que	que	para
tenían	tenían	el
más	más	gasto
terrenos	terrenos	de
ya	ya	casa,
estaban	estaban	pues
más	más	te
aquí	aquí	guardarás
~,	~,	cuatro
aquí	aquí	somendras,
abajo	abajo	te
~.	~.	guardarás
Y	Y	cuatro
claro	claro	citunas,
~,	~,	y
todas	todas	divino,
aquellas	aquellas	no,
casas	casas	divino,
que	que	como
~,	~,	hay
que	que	más
~|	~|	faena,
~¡~	~¡~	hacerlo,
Bueno	Bueno	y
~!	~!	el
Pero	Pero	caso,
~,	~,	todos
además	amás	ya
~,	~,	lo
como	como	venden.
~,	~,	Pero
como	como	hay
~,	~,	dos
como	como	o
mucho	mucho	tres
~|	~|	casas
m-	m-	que
~,	~,	lo
muchos	muchos	hacen
querían	querían	para
ganar	ganar	su
más	más	consumo,
dinero	dinero	pero
de	de	hace
~,	~,
del	del
trabajo	trabajo
de	de
la	la
tierra	tierra
~,	~,
que	que
la	la
tierra	tierra
no	no
da	da
~|	~|
no	no
ha	ha
dado	dado
nunca	nunca
nada	nada
~,	~,
pues	pues
~,	~,
aunque	aunque
~,	~,
aunque	aunque
tuvieran	tuvieran
bastante	bastante
tierra	tierra
~,	~,
pues	pues
se	se
iban	iban
~,	~,
porque	porque
~,	~,
eh	eh
~|	~|
se	se
iban	iban
porque	porque
al	al
final	final
de	de
la	la
semana	semana
~,	~,
en	en
la	la
capital	capital
~,	~,
pues	pues
cobraban	cobraban
~;	~;
entonces	entonces
~,	~,
al	al
final	final
de	de
la	la
semana	semana
era	era
~,	~,
no	no
al	al
final	final
del	del
mes	mes
~.	~.
Y	Y
aquí	aquí
tenías	tenías
que	que
esperar	esperar
a	a
que	que
lloviese	lloviese
a	a
cobrar	cobrar
al	al
final	final
de	de
año	año
~;	~;
y	y
si	si
pedregaba	pedregaba
~,	~,
o	o
no	no
llovía	llovía
~,	~,
no	no
cogías	cogías
nada	nada
~.	~.
[OTRAS-EM]	[OTRAS-EM]
