estandar	dialectal	whisper
Sí	Sí	Y
~.	~.	después
Y	Y	hacía
después	después	también
hacía	hacía	en
también	también	tiempos
en	en	la
tiempos	tiempos	procesión
~,	~,	de
la	la	viernes
procesión	procesión	Santos.
de	de	Más
Viernes_Santo	Viernes_Santo	abajo
~.	~.	de
Bajaba	Bajaba	la
de	de	calle
la	la	la
calle	calle	intamiento
el	el	papás
Ayuntamiento	Ayuntamiento	palportal,
pa	pa	la
abajo	abajo	plaza,
al	al	que
portal	portal	se
~,	~,	entra
a	a	a
la	la	para
plaza	plaza	dentro,
~,	~,	que
después	después	se
entraba	entraba	venían
pa	pa	por
dentro	dentro	un
~,	~,	barrio
después	después	que
venían	venían	está
por	por	al
mi	mi	Santo
barrio	barrio	Cristo
~,	~,	allá,
que	que	una
está	está	capílica,
el	el	y
Santo_Cristo	Santo_Cristo	ahí
allá	allá	hay
~,	~,	valentes.
una	una	Pero
capillica	capillica	hace
y	y	23
de	de	años
ahí	ahí	que
iba	iba	nos
a	a	salió
la	la	la
iglesia	iglesia	protección
~.	~.	y
Pero	Pero	este
hace	hace	año
veintitrés	veintitrés	la
años	años	van
que	que	a
no	no	sacar
salía	salía	los
la	la	con
procesión	procesión	su
y	y
este	este
año	año
la	la
van	van
a	a
sacar	sacar
los	los
jóvenes	jóvenes
~.	~.
