estandar	dialectal	whisper
Pues	Pues	Pues
sí	sí	ella
ha	ha	también
cambiado	cambiado	también
tamién	tamién	mucho,
mucho	mucho	antes
~,	~,	no
antes	antes	se
no	no	ha
se	se	haciendo
hacían	hacían	granía
obras	obras	a
ni	ni	la
a	a	de
la	la	tres,
de	de	porque
tres	tres	una
[R-Anm]	[R-Anm]	de
porque	porque	cuatro,
no	no	que
había	había	no
cuartos	cuartos	había
~,	~,	cuatro,
claro	claro	ya
~,	~,	era
no	no	así.
había	había	Había
cuartos	cuartos	algunas
y	y	que
ahora	ahora	por
sí	sí	que
~.	~.	ha
Ahora	Ahora	pillado
ha	ha	en
habido	habido	ninguna
algunas	algunas	casa
que	que	para
por	por	volver
capricho	capricho	a
han	han	hacer
hundido	hundido	más
su	su
casa	casa
pa	pa
volverla	volverla
hacer	hacer
más	más
~…	~…
~,	~,
más	más
moderna	moderna
~.	~.
