estandar	dialectal	whisper
Pues	Pues	tempo
hombre	hombre	de
~,	~,	combinarlo
juegos	juegos	y
de	de	multiply
~,	~,	conbenar
de	de	la
chavales	chavales	razón
~,	~,	del
pues	pues	mundo
qué	qué	donde
sé	sé	intoretya
yo	yo	también
cu-	cu-	leadsunksuddito
~,	~,	y
cuántas	cuántas	femuratorias
cosas	cosas	y
hacíamos	hacíamos	nos
~.	~.	está
Pero	Pero	exhaustivandocios
nada	nada	deLike
~,	~,	de
nada	nada	las
~,	~,
ya	ya
~…	~…
~,	~,
lo	lo
de	de
antes	antes
~,	~,
nada	nada
~.	~.
No	No
había	había
~,	~,
que	que
no	no
había	había
otra	otra
diversión	diversión
~.	~.
Antes	Antes
cogías	cogías
la	la
bici	bici
[RISA]	[RISA]
y	y
a	a
correr	correr
como	como
una	una
cosa	cosa
~…	~…
Bueh	Bueh
~.	~.
