estandar	dialectal	whisper
Después	Después	y
ya	ya	con
con	con	la
la	la	vigala
viga	viga	prensaba,
de	de	pues
la	la	ya
prensa	prensa	lo
~,	~,	pensaba,
pues	pues	el
ya	ya	caro
lo	lo	corría
prensaban	prensaban	y
y	y	ya
~,	~,	el
claro	claro	vino
~,	~,	para
corría	corría	había
ya	ya	ya
el	el	otro
vino	vino	popo
pa	pa	así
había	había	eche
ya	ya	curioso
otro	otro	y
pozo	pozo	ahí
así	así	se
chupurioso	chupurioso	iba
y	y	a
allí	allí	sacar
~…	~…	un
se	se	calderón
iba	iba	para
sacando	sacando	los
en	en	popos.
calderos	calderos	ahí
[HS:I3	[HS:I3	tenía
		[A-Nul]			[A-Nul]	un
pa	pa	budo
los	los	grande
bocois	bocois	también,
~.	~.	pues
		]			]	un
y	y	poco
pa	pa	oye
los	los	es
bocois	bocois	un
~.	~.	grande,
Ahí	Ahí	el
tenían	tenían	enga
un	un	de
~…	~…	caro
embudo	embudo	y
grande	grande	alas
también	también	del
porque	porque	pozo
los	los	con
bocois	bocois	los
son	son	caderos,
grandes	grandes	el
~,	~,	bocóis,
eran	eran	el
grandes	grandes	llenaba
~,	~,	y
claro	claro	había
~,	~,	que
y	y	dejar
ahora	ahora	de
desde	desde	la
el	el	suba,
pozo	pozo	aquí
con	con	llamábamos
los	los	el
calderos	calderos	maravillerto,
pa'l	pa'l	la
bocoy	bocoy	solíamos
~,	~,	dejar
hasta	hasta	para
que	que	Madrid,
el	el	se
bocoy	bocoy	echaban
se	se	enteros
llenaba	llenaba	bastante
y	y	recién
había	había	muy
que	que	segones,
dejar	dejar	que
de	de	cociaran
las	las	con
uvas	uvas	el
a	a	vino
quien	quien	para
llamábamos	llamábamos	hacer
de	de	buen
los	los	vino,
de	de	favour
[HS:I2	[HS:I2	aspiration
		La			La	Modernista
madre	madre	de
~.	~.	la
		]			]	derecha
los	los	wam,
de	de
injerto	injerto
~,	~,
las	las
solíamos	solíamos
dejar	dejar
pa	pa
madre	madre
~.	~.
Se	Se
echaban	echaban
enteros	enteros
~,	~,
bastantes	bastantes
racimos	racimos
[HS:I1	[HS:I1
		Pa			Pa
que	que
hiciera	hiciera
bueno	bueno
~.	~.
		]			]
pa	pa
que	que
~…	~…
cocieran	cocieran
con	con
el	el
vino	vino
pa	pa
hacer	hacer
buen	buen
vino	vino
~.	~.
Todo	Todo
eso	eso
~.	~.
