estandar	dialectal	whisper
Fíjate	Fíjate	Fíjate
que	que	que
les	les	le
hacía	hacía	sacía
~,	~,	lo
lo	lo	que
que	que	ahora
ahora	ahora	llamáis
llamáis	llamáis	cartera
cartera	cartera	pa
~,	~,	ir
pa	pa	al
ir	ir	colegio,
al	al	se
colegio	colegio	las
~,	~,	hacía
[HS:E2	[HS:E2	yo
		Sí			Sí	en
~.	~.	casa.
		]			]	Mire,
[HS:E1	[HS:E1	y
		Sí			Sí	la
~.	~.	escuela
		]			]	es
se	se	esa,
las	las	es
hacía	hacía	donde
yo	yo	está
en	en	mi
casa	casa	hija
~.	~.	ahora
[HS:E2	[HS:E2	de
		~¡~			~¡~	profesora.
Mire	Mire	Y
~!	~!	el
		]			]	maestro
Y	Y	se
~,	~,	trataba
la	la	aquí
escuela	escuela	en
es	es	casa,
esa	esa	bueno,
~,	~,	como
que	que	estábamos
es	es	aquí
donde	donde	pegando
está	está	a
mi	mi	la
hija	hija	escuela
ahora	ahora	y
de	de	tal
profesora	profesora	era
y	y	un
el	el	chico
maestro	maestro	joven.
se	se	Y
trataba	trataba	viene
aquí	aquí	un
en	en	día
casa	casa	y
~,	~,	dice,
bueno	bueno	¿oye
~,	~,	oye,
como	como	no
estábamos	estábamos	sabes
aquí	aquí	qué
~,	~,	te
pegando	pegando	demora
a	a	de
la	la	decir?
escuela	escuela	No
y	y	sé,
tal	tal	dice,
y	y	¿quién
era	era	hizo
un	un	las
chico	chico	carteras
joven	joven	a
~.	~.	tus
Y	Y	hermanos?
vino	vino	No,
un	un	dice,
día	día	pues
y	y	es
dice	dice	una
~:	~:	hora
«~	«~	de
Oye	Oye	arte.
~,	~,	Mira,
		les
Anonimizado	Anonimizado	hice
		unas
~,	~,	carteras,
¿~	¿~	lo
sabes	sabes	que
que	que	había
te	te	que
vengo	vengo	descubrir
a	a	porque
decir	decir	no
~?	~?	había
~»	~»	carteras
~,	~,	para
«~	«~	comprarlas,
No	No	porque
sé	sé	las
~»	~»	quisiera
~.	~.	comprar.
Dice	Dice	Bueno,
~:	~:	pues
«~	«~	con
¿~	¿~	unos
Quién	Quién	cartones
hizo	hizo	muy
las	las	fuertes,
carteras	carteras	formé
a	a	la
tus	tus	cartera.
hermanos	hermanos	Entonces
~?	~?	después
~»	~»	cumplí
~.	~.	una
Digo	Digo	tela
~:	~:	muy
«~	«~	bonita,
Yo	Yo	que
~»	~»	era
~.	~.	negra
Dice	Dice	con
~:	~:	unas
«~	«~	florecinas
Pues	Pues	rojas.
es	es	Lo
una	una	forré,
obra	obra	les
de	de	puse
arte	arte	la
~»	~»	hibilla
~.	~.	y
Mira	Mira	todo
~,	~,	para
les	les	que
hice	hice	trancaran
unas	unas	y
carteras	carteras	les
~…	~…	mejoraron
Lo	Lo	mis
que	que	dos
había	había	hermanos
que	que	al
discurrir	discurrir	colegio
~,	~,	con
porque	porque	sus
no	no	carteles.
había	había	Llama
carteras	carteras	la
pa	pa	atención.
comprarlas	comprarlas	Aquí
~,	~,	va
aunque	aunque	una
las	las	idea,
quisieras	quisieras	¿es
comprar	comprar	lo
~.	~.
[HS:E1	[HS:E1
		Claro			Claro
~.	~.
		]			]
Bueno	Bueno
~,	~,
pues	pues
con	con
unos	unos
cartones	cartones
muy	muy
fuertes	fuertes
formé	formé
la	la
cartera	cartera
~.	~.
Entonces	Entonces
después	después
compré	compré
una	una
tela	tela
muy	muy
bonita	bonita
~,	~,
que	que
era	era
negra	negra
con	con
unas	unas
~,	~,
con	con
unas	unas
florecinas	florecinas
rojas	rojas
~.	~.
Lo	Lo
forré	forré
~,	~,
les	les
puse	puse
la	la
hebilla	hebilla
y	y
todo	todo
~,	~,
pa	pa
que	que
trancaran	trancaran
y	y
me	me
fueron	fueron
mis	mís
dos	dos
hermanos	hermanos
al	al
colegio	colegio
con	con
sus	sus
carteras	carteras
~.	~.
Llamaron	Llamaron
la	la
atención	atención
~.	~.
