estandar	dialectal	whisper
Muchos	Muchos	Por
hacen	hacen	ejemplo,
coco	coco	ahora
[L-Otra:	[L-Otra:	ya
		ràpid			ràpid	que
		]			]	vienen
~,	~,	los
que	que	santos,
dicen	dicen	por
en	en	ejemplo
~,	~,	no
de	de	hay
casa	casa	una
~,	~,	cosa.
[L-Otra:	[L-Otra:	Muchos
		casolana			casolana	hacen
		]			]	cocos
~,	~,	rápos
y	y	que
eso	eso	dicen
~…	~…	en
[HS:E1	[HS:E1	casa,
		[Asent]			[Asent]	casa
~.	~.	robada.
		]			]	Sí,
Sí	Sí	sí,
~,	~,	sí.
sí	sí	Bueno,
~,	~,	solamente
sí	sí	te
~,	~,	pido
sí	sí	una
~.	~.	cosa.
[RISAS]	[RISAS]	Y
Bueno	Bueno	cuando
~,	~,	te
solamente	solamente	casas,
te	te	querías
pido	pido	que
una	una	sí.
cosa	cosa	Revedo
~:	~:	que
que	que	tendrá
cuando	cuando	que
te	te	ver
cases	cases	que
~,	~,	me
que	que	casé
digas	digas	con
que	que
sí	sí
~.	~.
[RISAS]	[RISAS]
¿~	¿~
Eh	Eh
~?	~?
[HS:E1	[HS:E1
		Primero			Primero
me	me
tendrá	tendrá
		]			]
