estandar	dialectal	whisper
Lo	Lo	los
que	que	que
tiene	tiene	tienen
es	es	gran
que	que	de
antes	antes	las
las	las	alquinas
encinas	encinas	estaban
~…	~…	libres
estaban	estaban	es
libres	libres	que
~,	~,	ver
esas	esas	que
que	que	hay
verdeguean	verdeguean	una
por	por	y
ahí	ahí	por
por	por	la
la	la	peña
peña	peña	ahora
[HS:E1	[HS:E1	han
		[Asent]			[Asent]	puesto
~.	~.	de
		]			]	como
ahora	ahora	es
lo	lo	de
han	han	maestro
puesto	puesto	de
de	de	sobre
~,	~,	esta
¿~	¿~	beza
cómo	cómo	o
se	se	de
llama	llama	la
esto	esto	Argentina,
~?	~?	lo
~,	~,	que
de	de	es
~…	~…	verde
~,	~,	nos
eso	eso	gusta
ahora	ahora	y
está	está	es
vedao	vedao	el
~.	~.	homicil
Ahora	Ahora	de
esa	esa	hoja
encina	encina	el
lo	lo	homicil
que	que	de
es	es	hoja,
verde	verde	lo
no	no	han
se	se	dejado
puede	pue	como
cortar	cortar	un
~,	~,	homicil
tiene	tiene	de
que	que	maestro
ser	ser	estos
lo	lo	jodistas
que	que	lo
se	se	han
cae	cae	dejado
la	la	para
hoja	hoja	eso,
~,	~,	un
la	la	par
encina	encina	de
como	como	una
no	no	purística
se	se	el
cae	cae	muro
la	la
hoja	hoja
la	la
han	han
dejao	dejao
como	como
~…	~…
~,	~,
¿~	¿~
cómo	cómo
se	se
llama	llama
eso	eso
~?	~?
Estos	Estos
ecologistas	ecologistas
~…	~…
[RISA]	[RISA]
Lo	Lo
han	han
dejao	dejao
pa	pa
eso	eso
~,	~,
pa	pa
zona	zona
turística	turística
~…	~…
~,	~,
el	el
verde	verde
~.	~.
