estandar	dialectal	whisper
Piensos	Piensos	pienso
de	de	lo
distintas	distintas	de
clases	clases	distinta,
~,	~,	es
compuesto	compuesto	compuesto
~,	~,	y
y	y	aparte
aparte	aparte	compuesto
~…	~…	el
Compuesto	Compuesto	llamamor
llamamos	llamamos	lo
lo	lo	que
que	que	fabrica
fabrican	fabrican	las
las	las	vueltos
~…	~…	que
[A-PIn:	[A-PIn:	hacen
		vueltos			vueltos	a
		]			]	las
que	que	pádricas.
hacen	hacen	Si
en	en	luego
las	las	aquí
fábricas	fábricas	lo
~.	~.	que
[HS:E2	[HS:E2	se
		Sí			Sí	cosechaba,
~.	~.	te
		]			]	va
Y	Y	a
luego	luego	dar,
aquí	aquí	de
~,	~,
lo	lo
~,	~,
lo	lo
que	que
se	se
cosechaba	cosechaba
~,	~,
cebada	cebada
~,	~,
patatas	patatas
~…	~…
~,	~,
cebada	cebada
~.	~.
