estandar	dialectal	whisper
Como	Como	como
en	en	en
salsina	salsina	sarsina,
~,	~,	una
una	una	cosa
cosa	cosa	como
como	como	en
en	en	sarsista,
salsita	salsita	con
~,	~,	pagatitas
con	con	fritas
patatitas	patatitas	y
fritas	fritas	eso.
y	y	Lo
eso	eso	primero
~.	~.	uno,
[HS:E1	[HS:E1	uno
		Ah			Ah	canapés,
~…	~…	una
		]			]	cosidad
Lo	Lo	de
primero	primero	cerebro,
unos	unos	se
~…	~…	ha
~,	~,	terminado
unos	unos	el
~…	~…	tattoo,
canapés	canapés	no,
~,	~,	tämä
unas	unas	es
cositas	cositas	el
de	de	repartito
esas	esas	queuesto
~,	~,	del
y	y	vino
después	después	y
de	de	me
eso	eso	llamo
[R-Cas]	[R-Cas]	al
pues	pues	au
el	el	ничего
postre	postre	deluevo
~,	~,	de
el	el	tego
vino	vino
~,	~,
[A-Inn]	[A-Inn]
bailoteo	bailoteo
que	que
te	te
crio	crio
~.	~.
