estandar	dialectal	whisper
[HS:E	[HS:E	¡Hola!
		Hola			Hola	Estamos
~,	~,	viendo
buenas	buenas	una
~.	~.	conversación
		]			]	de
Estamos	Estamos	matanzas.
haciendo	haciendo	¡Matanzas!
una	una	Está
~,	~,	contando
una	una	cosas
~…	~…	de
entrevista	entrevista	la
de	de	matanzas.
~…	~…	¡内,
~|	~|	reaccionar
una	una
conversación	conversación
[HS:I1	[HS:I1
		De			De
matanza	matanza
~,	~,
de	de
matanza	matanza
~.	~.
		]			]
y	y
nos	nos
está	está
contando	contando
cosas	cosas
de	de
la	la
matanza	matanza
~,	~,
de	de
la	la
vida	vida
aquí	aquí
~.	~.
