estandar	dialectal	whisper
Los	Los	No,
esquiladores	esquilaores	dejen
que	que	bien.
iban	iban	Lo
a	a	esquilar,
esquilar	esquilar	esquilar,
llevaban	llevaban	esquilar,
sus	sus	llevaban
hijos	hijos	su
porque	porque	hijo
estaban	estaban	porque
desmayadicos	esmayaícos	estaban
~.	~.	en
No	No	Mayá
esquilaban	esquilaban	y
los	los	Cooa.
zagales	zagales	Lo
~,	~,	esquilar
pero	pero	para
mi	mi	los
madre	madre	agales,
les	les	pero
daba	daba	mi
de	de	madre
comer	comer	les
~.	~.	va
Toda	To	a
la	la	arreglar
familia	familia	de
del	del	comer.
cortijo	cortijo	Todas
~,	~,	las
toa	toa	familias
~,	~,	del
toa	toa	cortijo,
~,	~,	todo,
toa	toa	todo,
~,	~,	todo,
toa	toa	todo.
~,	~,	Todo
toda	to	lo
la	la	convirlia.
familia	familia	Y
~.	~.	los
[HS:E1	[HS:E1	esquivan,
		[Asent]			[Asent]	60
~.	~.	y
		]			]	más
Y	Y	del
~,	~,	60.
y	y	Me
los	los	da
que	que	esquilo.
iban	iban	Que
~,	~,	la
sesenta	sesenta	cian
y	y	ahora
más	más	para
de	de	San
sesenta	sesenta	Juan,
~,	~,	siempre
en	en	la
el	el	cian.ás
esquilo	esquilo	el
~,	~,
[HS:E1	[HS:E1
		¿~			¿~
Sí	Sí
~?	~?
		]			]
que	que
lo	lo
hacían	hacían
ahora	ahora
pa	pa
~…	~…
~,	~,
pa	pa
San_Juan	San_Juan
~,	~,
siempre	siempre
lo	lo
hacían	hacían
pa	pa
San_Juan	San_Juan
~.	~.
