estandar	dialectal	whisper
De	De	de
trigo	trigo	trigo
~,	~,	se
se	se	molía,
molía	molía	porque
~,	~,	había
[HS:I1	[HS:I1	fábrica
		[A-Inn]			[A-Inn]	se
trigo	trigo	molía
~,	~,	y
¿~	¿~	se
eh	eh	masaba
~?	~?	y
		]			]	se
porque	porque	perniaba,
había	había	en
fábricas	fábricas	esta
~,	~,	ablame
se	se	molín.
molía	molía	Cuando
y	y	una
se	se	acriba
masaba	masaba	y
[HS:I1	[HS:I1	eso
		Áhi			Áhi	se
en	en	pernia
esta-	esta-	en
~,	~,	la
en	en	harina,
[A-Inn]	[A-Inn]	o
había	había	luego
un	un	se
molino	molino	masaba,
~.	~.	álmate
		]			]	que
y	y	es
se	se	esa
cernía	cernía	nourr
y	y	$
~…	~…	7,
la	la	hay
~|	~|	un
el	el	repellente
~|	~|	enlenadool進!
con	con	ум
una	una	ليarlos
criba	criba	no
y	y	se
eso	eso	mueven
se	se	en
cernía	cernía	el
el	el	paso
harina	harina	quehausen,
y	y	son
luego	luego
se	se
masaba	masaba
~,	~,
sí	sí
~,	~,
eso	eso
lo	lo
he	he
hecho	hecho
yo	yo
~.	~.
