estandar	dialectal	whisper
en	en	y
unas	unas	se
cubas	cubas	acababa
muy	muy	de
grandes	grandes	una
[HS:E1	[HS:E1	carrera
		Ah			Ah	que
~…	~…	se
		]			]	espitaba,
que	que	se
había	había	llena
~.	~.	van
Después	Después	las
~,	~,	fotellas,
claro	claro	se
~,	~,	tapaban
después	después	y
llegabas	llegabas	estaban
tú	tú	muy
~,	~,	bien
por	por	asumbrilladas,
ejemplo	ejemplo	pero
~,	~,	eso
y	y	más
querías	querías	es
embotellarlo	embotellarlo	en
~,	~,	esas
se	se	cubas
sacaba	sacaba	grandones
de	de	que
una	una	había
carral	carral	que
que	que	irse
se	se	y
espitaba	espitaba	va
~,	~,	cogiendo,
se	se	según
llenaban	llenaban	lo
las	las	que
botellas	botellas	fuera
~,	~,	a
se	se	saber
tapaban	tapaban	ver,
y	y	pues
estaban	estaban	se
pues	pues	bebía
llenas	llenas	todos
~,	~,	los
embotellada	embotellada	días
~.	~.	y
Pero	Pero	se
eso	eso	se
más	más	acababa
es	es	de
en	en	la
esas	esas
cubas	cubas
grandonas	grandonas
que	que
hay	hay
~,	~,
que	que
había	había
~,	~,
que	que
ahora	ahora
ya	ya
vacías	vacías
están	están
~.	~.
[HS:E1	[HS:E1
		¿~			¿~
Y	Y
de	de
allí	allí
se	se
iba	iba
cogiendo	cogiendo
según	según
~…	~…
~?	~?
		]			]
Sí	Sí
~,	~,
según	según
lo	lo
que	que
~…	~…
fueras	fueras
a	a
beber	beber
~,	~,
pues	pues
se	se
bebía	bebía
~.	~.
To	To
los	los
días	días
se	se
iba	iba
y	y
se	se
sacaba	sacaba
[HS:I3	[HS:I3
		Nos			Nos
metíamos	metíamos
en	en
		]			]
de	de
la	la
cuba	cuba
~.	~.
