estandar	dialectal	whisper
Cacaos	Cacaos	Cacados,
~,	~,	carcabuetes,
cacahuetes	carcahuetes	carcados
carcao-	carcao-	de
~…	~…	eso,
Cacao	Cacao	ok.
es	es	Sí,
eso	eso	carcados,
que	que	carcados,
~…	~…	puestos,
[HS:E2	[HS:E2	sí,
		Se			Se	de
llaman	llaman	todo.
cacaos	cacaos	Claro.
~,	~,	Y
sí	sí	bolsa
~.	~.	de
		]			]	salón,
[HS:E1	[HS:E1	no
		Ah			Ah	sé
~…	~…	cuánta
		]			]	mucha
Sí	Sí	gente
~,	~,	con
cacaos	cacaos	esto,
~,	~,	como
sí	sí	se
~.	~.	llama,
Cacaos	Cacaos	bancos
puestos	puestos	para
~,	~,	poner
[HS:E1	[HS:E1	bolsa
		[Asent]			[Asent]	en
~.	~.	los
		]			]	árboles
sí	sí	para
~.	~.	ponerle
De	De	bolsa
todo	todo	de
~.	~.	salón,
[HS:E1	[HS:E1	no
		Claro			Claro	me
~.	~.	lo
		]			]	cotonés,
Y	Y	sabe,
bolsas	bolsas	y
~,	~,	cada
a	a	me
lo	lo	lo
mejor	mejor	cotoné
llevabas	llevabas	de
~,	~,	esos
no	no	de
sé	sé	esos
cuánta	cuánta	que
mu-	mu-	le
~,	~,	dían
gente	gente	el
con	con	piquillo
~…	~…	y
con	con	el
~…	~…
de	de
estos	estos
~…	~…
cómo	cómo
se	se
llama	llama
~…	~…
bancos	bancos
~,	~,
para	para
~…	~…
para	para
poner	poner
bolsas	bolsas
en	en
los	los
~,	~,
en	en
los	los
árboles	árboles
~,	~,
[HS:E1	[HS:E1
		[Asent]			[Asent]
~.	~.
		]			]
para	para
~,	~,
para	para
ponerle	ponerle
bolsas	bolsas
a	a
los	los
melocotones	melocotones
~,	~,
[HS:E1	[HS:E1
		Sí			Sí
~.	~.
		]			]
¿~	¿~
sabe	sabe
usté	usté
~?	~?
Y	Y
cada	cada
melocotón	melocotón
era	era
eso	eso
~,	~,
de	de
esos	esos
que	que
le	le
decían	decían
del	del
piquillo	piquillo
~,	~,
y	y
carrascuas	carrascuas
~.	~.
