estandar	dialectal	whisper
estaban	estaban	¿Qué
sirviendo	sirviendo	viendo?
~…	~…	¿Está
Ahora	Ahora	más
vive	vive	chisviendo?
~,	~,	Ahora
la	la	virela
una	una	una
vive	vive	vida
en	en	en
~…	~…	junca.
~,	~,	¿Voy
en	en	a
Cuenca	Cuenca	estar
~,	~,	subilados?
que	que	Sí.
ya	ya	Y
está	está	la
él	él	otra
jubilao	jubilao	vida
~,	~,	en
[HS:E1	[HS:E1	Barcelona,
		Sí			Sí	en
~.	~.	Amarilla
		]			]	y
y	y	Alancón.
la	la	Para
otra	otra	quién
vive	vive	ông
en	en	me
Barcelona	Barcelona	engagedongé
~,	~,
en	en
~…	~…
Olmedilla_de_Alarcón	Olmedilla_de_Alarcón
~.	~.
	
Uy	Uy
		]			]
~,	~,
en	en
Olmedilla_de_Alarcón	Olmedilla_de_Alarcón
~,	~,
en	en
~…	~…
[R-Grb]	[R-Grb]
